family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
base64url,b64veryfast-url,encode,27,1167.520721,1112.180656,1100.769774,1405.831325
base64url,b64veryfast-url,encode,29,1410.798300,1533.408471,1222.335153,1538.526656
base64url,b64veryfast-url,encode,32,1405.559635,1259.911573,1246.836825,1654.607359
base64url,b64veryfast-url,encode,34,1370.737838,1373.937574,1358.738131,1376.270236
base64url,b64veryfast-url,encode,37,1464.514021,1387.026325,1385.936752,1767.656032
base64url,b64veryfast-url,encode,40,1613.254911,1439.508402,1433.773309,1878.235975
base64url,b64veryfast-url,encode,43,1714.654307,1534.271012,1524.687523,1998.440332
base64url,b64veryfast-url,encode,46,1778.699349,1583.147548,1552.116422,2123.379407
base64url,b64veryfast-url,encode,50,918.148042,884.505951,877.474436,980.178339
base64url,b64veryfast-url,encode,53,909.094621,906.209459,865.521743,964.336604
base64url,b64veryfast-url,encode,58,989.515835,987.698838,982.575592,997.639246
base64url,b64veryfast-url,encode,62,1115.190716,1076.185935,1066.711305,1183.029364
base64url,b64veryfast-url,encode,67,1154.389040,1191.381623,1082.765865,1203.136612
base64url,b64veryfast-url,encode,72,1158.256477,1117.878204,1107.278443,1228.478026
base64url,b64veryfast-url,encode,78,1235.086583,1236.767145,1227.218080,1243.257733
base64url,b64veryfast-url,encode,84,1375.439280,1328.765966,1313.773330,1463.920225
base64url,b64veryfast-url,encode,91,1387.782707,1337.431215,1330.524371,1468.290833
base64url,b64veryfast-url,encode,98,1681.108212,1629.075876,1564.028432,1798.277592
base64url,b64veryfast-url,encode,105,1713.692490,1713.597837,1702.179289,1724.754611
base64url,b64veryfast-url,encode,113,1772.965635,1731.279082,1711.699828,1874.699008
base64url,b64veryfast-url,encode,122,1915.042796,1886.993847,1770.524798,2031.787277
base64url,b64veryfast-url,encode,132,1942.780297,1926.025241,1909.199978,2031.517441
base64url,b64veryfast-url,encode,142,2117.847316,2118.215493,2074.793212,2163.494152
base64url,b64veryfast-url,encode,153,2329.546606,2301.671616,2278.311324,2467.984344
base64url,b64veryfast-url,encode,165,2464.627015,2442.434145,2418.781699,2533.754061
base64url,b64veryfast-url,encode,178,2703.627398,2639.379030,2587.392736,2833.437957
base64url,b64veryfast-url,encode,192,2984.322556,2925.661789,2895.314328,3094.565975
base64url,b64veryfast-url,encode,207,3084.579394,3085.025811,2991.123833,3179.711032
base64url,b64veryfast-url,encode,224,3722.381429,3837.172131,3542.553263,3843.800325
base64url,b64veryfast-url,encode,241,3855.111541,3767.671720,3759.536596,3999.086690
base64url,b64veryfast-url,encode,260,3910.255466,3916.279532,3889.861356,3918.136058
base64url,b64veryfast-url,encode,280,4054.930494,4016.797040,3952.321565,4271.100201
base64url,b64veryfast-url,encode,302,4562.602691,4463.604915,4249.183292,4886.322886
base64url,b64veryfast-url,encode,326,4668.380536,4612.440183,4566.501223,4780.237475
base64url,b64veryfast-url,encode,351,5398.446372,5341.136154,5304.067264,5641.236393
base64url,b64veryfast-url,encode,379,4963.225891,4885.081292,4857.247777,5295.733540
base64url,b64veryfast-url,encode,408,5554.790205,5455.289962,5403.888854,5873.751586
base64url,b64veryfast-url,encode,440,6167.780386,6054.374124,5997.295479,6645.575521
base64url,b64veryfast-url,encode,475,5933.274762,5942.286226,5893.612463,5953.546243
base64url,b64veryfast-url,encode,512,6352.166808,6271.805700,6251.513014,6705.231674
base64url,b64veryfast-url,encode,552,7139.647002,7019.401838,6993.218250,7646.877416
base64url,b64veryfast-url,encode,595,7116.162897,7201.573995,6445.471398,7685.889670
base64url,b64veryfast-url,encode,642,7892.814958,7894.845880,7876.357919,7908.034894
base64url,b64veryfast-url,encode,692,8813.505710,8736.246864,8511.332761,9392.973609
base64url,b64veryfast-url,encode,746,9093.032062,8959.146224,8931.417346,9327.960388
base64url,b64veryfast-url,encode,805,8386.397557,8844.925849,7639.165481,8922.908312
base64url,b64veryfast-url,encode,868,9832.608622,9860.111648,9707.916227,9906.283499
base64url,b64veryfast-url,encode,935,10370.221817,10252.138731,10129.270338,10925.012984
base64url,b64veryfast-url,encode,1009,10927.757056,10915.846382,10893.116016,11001.685278
base64url,b64veryfast-url,encode,1088,11259.144292,11148.936713,11044.855836,11665.824580
base64url,b64veryfast-url,encode,1173,11929.799845,11755.810998,11646.805617,12451.223227
base64url,b64veryfast-url,encode,1264,12146.286873,12120.561821,11996.815173,12267.755359
base64url,b64veryfast-url,encode,1363,12642.567334,12487.159980,12377.732090,13387.800929
base64url,b64veryfast-url,encode,1470,12759.623045,12802.062356,12625.402067,12866.564599
base64url,b64veryfast-url,encode,1585,13516.636705,13540.454193,13278.239490,13649.073916
base64url,b64veryfast-url,encode,1709,12480.841985,12885.865270,10829.390200,13754.101374
base64url,b64veryfast-url,encode,1843,15019.029753,14865.206182,14820.876073,15332.091719
base64url,b64veryfast-url,encode,1987,15048.692429,14922.194745,14527.936777,15597.429979
base64url,b64veryfast-url,encode,2143,15241.394767,15105.995513,15011.396332,15911.527066
base64url,b64veryfast-url,encode,2310,15210.398172,15286.615956,14270.424254,15664.416521
base64url,b64veryfast-url,encode,2491,15948.893144,15934.204383,15814.409320,16072.284984
base64url,b64veryfast-url,encode,2686,16645.313489,16650.596811,16496.206874,16717.949403
base64url,b64veryfast-url,encode,2896,16475.002334,16434.204420,16349.322576,16634.384122
base64url,b64veryfast-url,encode,3123,17270.890161,17237.897714,17215.988302,17369.990950
base64url,b64veryfast-url,encode,3367,17324.297985,17524.902087,16415.232187,17598.432377
base64url,b64veryfast-url,encode,3631,18157.884872,18084.412824,17833.185038,18554.438040
base64url,b64veryfast-url,encode,3915,18549.953412,18415.392850,18357.809114,19030.657757
base64url,b64veryfast-url,encode,4096,18500.807727,18504.997772,18428.158099,18589.249264
base64url,b64veryfast-url,encode,4552,18884.560788,18885.920038,18809.579149,18968.193704
base64url,b64veryfast-url,encode,4908,19322.582554,19428.771041,18967.143156,19644.755668
base64url,b64veryfast-url,encode,5292,19545.044548,19627.886121,19264.285127,19651.029340
base64url,b64veryfast-url,encode,5706,20017.753771,19938.771175,19842.718530,20436.642362
base64url,b64veryfast-url,encode,6152,20279.678990,20347.340021,20104.332906,20437.053810
base64url,b64veryfast-url,encode,6634,20476.892808,20469.979549,20409.273055,20556.337472
base64url,b64veryfast-url,encode,7153,20909.878413,20894.769784,20859.644577,20979.691302
base64url,b64veryfast-url,encode,7713,20380.809182,20422.124743,19727.457078,20742.813400
base64url,b64veryfast-url,encode,8316,21074.395379,21059.000811,20982.573362,21220.796612
base64url,b64veryfast-url,encode,8967,20707.071378,20809.597262,20259.170037,21046.416715
base64url,b64veryfast-url,encode,9669,20432.090668,20770.142474,19495.150917,21007.320621
base64url,b64veryfast-url,encode,10425,21636.668538,21627.392608,21473.802305,21888.548416
base64url,b64veryfast-url,encode,11241,22078.172632,22086.079202,21962.176082,22173.928750
base64url,b64veryfast-url,encode,12121,21831.311140,21927.172654,21393.944442,22020.710984
base64url,b64veryfast-url,encode,13069,22008.108861,22365.664705,20576.146611,22458.918228
base64url,b64veryfast-url,encode,14092,20831.588773,20983.602980,20181.113914,21327.059174
base64url,b64veryfast-url,encode,15195,22595.348083,22637.984227,22433.286881,22689.032956
base64url,b64veryfast-url,encode,16384,22615.822780,22603.551110,22489.034745,22753.025629
base64url,b64veryfast-url,encode,17666,22779.366245,22793.322791,22703.990890,22813.591888
base64url,b64veryfast-url,encode,19049,22508.687175,22683.059840,21621.453428,22787.839940
base64url,b64veryfast-url,encode,20539,22873.886966,22903.826506,22642.658883,22991.982596
base64url,b64veryfast-url,encode,22146,23128.092839,23158.152176,23003.932554,23221.020923
base64url,b64veryfast-url,encode,23879,23224.139882,23247.521357,23024.594946,23336.575401
base64url,b64veryfast-url,encode,25748,24754.127506,24594.138484,24559.432086,25059.694452
base64url,b64veryfast-url,encode,27763,23512.781166,23751.632138,22329.736189,23935.851026
base64url,b64veryfast-url,encode,29935,24889.347043,24879.872140,24855.892659,24921.753530
base64url,b64veryfast-url,encode,32278,24671.562594,24800.264489,24319.603665,24956.314974
base64url,b64veryfast-url,encode,34804,24394.922276,24451.064152,23687.244078,24991.680562
base64url,b64veryfast-url,encode,37527,24890.481672,24816.006881,24632.892297,25196.313224
base64url,b64veryfast-url,encode,40464,24747.191372,24696.766016,24305.663646,25245.401457
base64url,b64veryfast-url,encode,43630,23038.976613,23252.719907,21235.996238,23867.709483
base64url,b64veryfast-url,encode,47045,24432.824637,24768.426481,23038.544267,24922.065675
base64url,b64veryfast-url,encode,50726,23135.264717,23509.980158,21974.540897,23854.292383
base64url,b64veryfast-url,encode,54695,24201.686605,24125.178139,23593.516777,24948.605754
base64url,b64veryfast-url,encode,58975,24494.393907,24507.821946,24257.825769,24692.210475
base64url,b64veryfast-url,encode,65536,24039.463649,24013.086404,23543.803842,24431.800234
base64url,b64veryfast-url,encode,68567,23748.979153,23924.082524,23154.226714,23957.740491
base64url,b64veryfast-url,encode,73932,23199.933220,23415.320230,22337.264273,23734.653343
base64url,b64veryfast-url,encode,79717,22997.533524,23082.366134,22267.733795,23341.489745
base64url,b64veryfast-url,encode,85956,22959.943562,22844.933676,22651.667158,23708.443023
base64url,b64veryfast-url,encode,92682,23663.918090,23609.210558,23506.776820,23831.229526
base64url,b64veryfast-url,encode,99935,22542.805850,22744.662215,22005.182616,23047.780550
base64url,b64veryfast-url,encode,107755,18421.172652,17760.758401,16408.243475,21029.134836
base64url,b64veryfast-url,encode,116187,22889.173480,23358.088257,21432.958395,24050.506328
base64url,b64veryfast-url,encode,125279,24147.418668,24357.479100,23223.105685,24492.794321
base64url,b64veryfast-url,encode,135082,23440.972083,23411.228193,23322.733285,23565.859820
base64url,b64veryfast-url,encode,145653,21177.312098,20945.091946,20560.940495,21900.907103
base64url,b64veryfast-url,encode,157051,22286.714278,21983.930197,21309.890136,24289.509264
base64url,b64veryfast-url,encode,169340,19933.548998,19971.163218,19629.807050,20147.467627
base64url,b64veryfast-url,encode,182592,22392.799717,22614.841365,20690.965001,24058.198173
base64url,b64veryfast-url,encode,196880,20505.763036,21067.941150,17839.699452,21533.492428
base64url,b64veryfast-url,encode,212286,16123.522683,15369.606556,15322.371494,18761.846524
base64url,b64veryfast-url,encode,228898,17785.232635,17735.117959,17267.331067,18666.280706
base64url,b64veryfast-url,encode,246810,17395.093225,17493.826747,13473.461864,21468.585780
base64url,b64veryfast-url,encode,266124,20063.171367,19549.111598,17756.352027,22867.159165
base64url,b64veryfast-url,encode,286949,19128.918361,19446.542760,16408.651004,22580.480908
base64url,b64veryfast-url,encode,309404,18198.712300,17067.326428,16808.823003,21934.181229
base64url,b64veryfast-url,encode,333615,15542.930539,14966.902186,14542.857233,17290.530835
base64url,b64veryfast-url,encode,359722,17424.195690,16975.711533,16032.693435,19042.126680
base64url,b64veryfast-url,encode,387871,17933.067716,18052.900602,16912.311630,19523.134411
base64url,b64veryfast-url,encode,418223,5972.931474,6022.720775,3027.714527,8163.031873
base64url,b64veryfast-url,encode,450950,10404.592389,10349.906578,9647.268323,10979.139267
base64url,b64veryfast-url,encode,486238,7188.151133,6967.441029,6612.845818,8227.722384
base64url,b64veryfast-url,encode,524288,9037.994373,9195.369114,8097.320384,9698.538368
base64url,b64veryfast-url,encode,565315,8272.975124,8307.869749,7774.045118,8665.804049
base64url,b64veryfast-url,encode,609553,7937.542149,7821.174312,7135.420401,8637.015209
base64url,b64veryfast-url,encode,657252,9324.387994,9387.688594,8754.201123,9905.264783
base64url,b64veryfast-url,encode,708684,10468.390529,10444.527556,10165.381217,10846.630143
base64url,b64veryfast-url,encode,764140,9015.288596,9063.277476,8334.403643,9597.956562
base64url,b64veryfast-url,encode,823937,10376.998403,10521.769690,9976.852656,10727.592449
base64url,b64veryfast-url,encode,888412,9891.328787,9868.319086,9499.336798,10404.205853
base64url,b64veryfast-url,encode,957933,11504.720804,11179.184329,10635.680282,12587.928953
base64url,b64veryfast-url,encode,1048576,10170.474130,10223.967859,9678.151785,10615.777349
base64url,b64veryfast-url,encode,1113721,10688.825638,10661.294115,10523.190907,10968.427178
base64url,b64veryfast-url,encode,1200873,9989.640477,10075.788125,9459.595848,10507.939084
base64url,b64veryfast-url,encode,1294845,10108.779062,9770.211188,8987.683580,11104.246729
base64url,b64veryfast-url,encode,1396170,12146.860121,11982.543780,11274.767869,13405.927422
base64url,b64veryfast-url,encode,1505425,11520.041650,10914.991063,10198.076131,13639.418181
base64url,b64veryfast-url,encode,1623229,9548.377784,9476.963183,8949.356812,10005.211738
base64url,b64veryfast-url,encode,1750251,12557.618984,12021.540461,11844.081076,14482.470907
base64url,b64veryfast-url,encode,1887213,12295.887922,11875.880413,11460.551239,14487.493022
base64url,b64veryfast-url,encode,2034893,11271.691737,10737.895259,10365.256258,13683.751778
base64url,b64veryfast-url,encode,2194130,11683.469924,11629.617879,11622.962316,11812.244538
base64url,b64veryfast-url,encode,2365827,11268.902709,11490.509181,9504.942543,12264.973715
base64url,b64veryfast-url,encode,2550960,11853.572879,11270.347610,10920.027322,14570.199016
base64url,b64veryfast-url,encode,2750580,11701.906705,11651.469381,10244.602780,14553.643737
base64url,b64veryfast-url,encode,2965821,11246.606346,10616.645203,10237.565851,12787.887741
base64url,b64veryfast-url,encode,3197905,11811.464703,11761.607750,10326.996660,13392.386587
base64url,b64veryfast-url,encode,3448150,12095.952169,12151.700190,11684.238538,12532.058286
base64url,b64veryfast-url,encode,3717978,13663.951544,13533.833172,13055.625237,14873.414428
base64url,b64veryfast-url,encode,4008921,12249.629212,12325.902693,11300.637219,13191.492775
base64url,b64veryfast-url,encode,4194304,12844.908008,12171.299775,11924.478304,14937.759336
base64url,b64veryfast-url,encode,4660890,13267.320601,13431.899469,12126.701454,14338.616402
base64url,b64veryfast-url,encode,5025618,17326.187994,17491.146599,14984.241899,19193.289798
base64url,b64veryfast-url,encode,5418887,18952.951813,18698.813279,18398.794344,20331.471223
base64url,b64veryfast-url,encode,5842931,15472.628222,15143.387398,12089.095069,20818.321961
base64url,b64veryfast-url,encode,6300158,17171.097910,16749.413019,14842.912292,22106.202035
base64url,b64veryfast-url,encode,6793164,19319.088790,20501.474791,14734.090000,20875.830399
base64url,b64veryfast-url,encode,7324749,20522.209521,21249.684086,17141.338293,21633.142741
base64url,b64veryfast-url,encode,7897932,16769.381516,17481.730264,14406.495648,18947.163853
base64url,b64veryfast-url,encode,8388608,21623.538957,22353.092894,18816.037053,22475.795297
base64url,b64veryfast-url,encode,9182368,22765.691609,23081.585118,20436.379289,24341.872204
base64url,b64veryfast-url,encode,9900915,21316.355147,21340.908892,18674.568778,23806.746826
base64url,b64veryfast-url,encode,10675691,22528.627438,21963.132994,20487.465813,24154.525069
base64url,b64veryfast-url,encode,11511095,23125.597397,24308.291140,18217.187595,24468.477572
base64url,b64veryfast-url,encode,12411872,23841.682833,24032.404511,22901.459412,24217.734669
base64url,b64veryfast-url,encode,13383138,23882.318216,24221.136714,22427.473864,24401.071963
base64url,b64veryfast-url,encode,14430407,21540.620682,21514.507709,20546.295209,22414.574833
base64url,b64veryfast-url,encode,15559629,24520.758679,24502.277912,24460.902242,24585.450600
base64url,b64veryfast-url,encode,16777216,24443.347089,24512.807942,24080.428632,24574.553050
base64url,b64veryfast-url-unchecked,decode,16,793.154579,845.737117,711.697251,847.616324
base64url,b64veryfast-url-unchecked,decode,17,812.996535,742.464892,735.659469,925.474562
base64url,b64veryfast-url-unchecked,decode,19,921.631831,863.341529,823.328427,1039.337617
base64url,b64veryfast-url-unchecked,decode,20,961.832647,891.951287,881.318100,1077.354628
base64url,b64veryfast-url-unchecked,decode,22,1001.571160,966.502440,960.133396,1144.242744
base64url,b64veryfast-url-unchecked,decode,23,1047.283575,1009.225604,1004.879479,1202.549851
base64url,b64veryfast-url-unchecked,decode,25,1126.773614,1041.129166,1022.992273,1269.804959
base64url,b64veryfast-url-unchecked,decode,27,1137.782561,1091.530587,1082.081297,1336.649011
base64url,b64veryfast-url-unchecked,decode,29,1285.690840,1192.915596,1182.005093,1437.749801
base64url,b64veryfast-url-unchecked,decode,32,1354.473993,1274.433230,1189.305461,1536.171254
base64url,b64veryfast-url-unchecked,decode,34,1372.680194,1308.723230,1307.351293,1621.570652
base64url,b64veryfast-url-unchecked,decode,37,1418.721517,1348.954420,1324.846050,1701.347623
base64url,b64veryfast-url-unchecked,decode,40,1459.143090,1400.402814,1395.484806,1700.560479
base64url,b64veryfast-url-unchecked,decode,43,1644.186913,1518.139923,1498.939820,1866.375187
base64url,b64veryfast-url-unchecked,decode,46,1715.379479,1582.804826,1563.289094,1947.829613
base64url,b64veryfast-url-unchecked,decode,50,2215.596347,2089.924431,2048.973695,2779.419201
base64url,b64veryfast-url-unchecked,decode,53,1977.484131,1978.732335,1969.173242,1987.133935
base64url,b64veryfast-url-unchecked,decode,58,2143.190977,2019.758649,2006.570063,2650.618667
base64url,b64veryfast-url-unchecked,decode,62,2284.529009,2159.998817,2139.056784,2769.971312
base64url,b64veryfast-url-unchecked,decode,67,1005.490860,978.861744,978.052643,1089.932096
base64url,b64veryfast-url-unchecked,decode,72,1135.272023,1122.923902,1100.710955,1216.550632
base64url,b64veryfast-url-unchecked,decode,78,1267.229783,1238.249437,1229.042969,1317.229719
base64url,b64veryfast-url-unchecked,decode,84,1295.239866,1275.128018,1259.253059,1383.425596
base64url,b64veryfast-url-unchecked,decode,91,1277.385307,1266.209135,1220.554636,1380.318036
base64url,b64veryfast-url-unchecked,decode,98,1518.174154,1495.388751,1446.713741,1656.364985
base64url,b64veryfast-url-unchecked,decode,105,1680.002059,1647.349772,1606.748872,1766.437398
base64url,b64veryfast-url-unchecked,decode,113,1648.920793,1623.966558,1545.788420,1778.901925
base64url,b64veryfast-url-unchecked,decode,122,1782.883733,1793.263109,1710.561510,1812.858851
base64url,b64veryfast-url-unchecked,decode,132,1873.749775,1861.147141,1842.485789,1944.638317
base64url,b64veryfast-url-unchecked,decode,142,1914.044962,1903.972457,1782.306524,2070.663480
base64url,b64veryfast-url-unchecked,decode,153,2107.840013,2075.840121,2057.834229,2241.449248
base64url,b64veryfast-url-unchecked,decode,165,2381.263885,2366.447531,2245.207372,2507.401275
base64url,b64veryfast-url-unchecked,decode,178,2443.094831,2474.492680,2309.934845,2586.749091
base64url,b64veryfast-url-unchecked,decode,192,2322.844052,2401.947250,1977.278713,2629.325290
base64url,b64veryfast-url-unchecked,decode,207,2711.992513,2748.845933,2543.734150,2774.427340
base64url,b64veryfast-url-unchecked,decode,224,2937.331572,2907.438515,2867.960849,3037.365611
base64url,b64veryfast-url-unchecked,decode,241,3503.542735,3444.863226,3379.127339,3663.845208
base64url,b64veryfast-url-unchecked,decode,260,3577.952037,3493.045011,3449.091793,3755.125762
base64url,b64veryfast-url-unchecked,decode,280,3599.379158,3576.185793,3192.922053,3858.373059
base64url,b64veryfast-url-unchecked,decode,302,3766.231029,3744.142085,3690.689537,3928.156863
base64url,b64veryfast-url-unchecked,decode,326,4041.978698,3978.082367,3963.293491,4155.619011
base64url,b64veryfast-url-unchecked,decode,351,4329.028026,4383.678799,4153.289499,4440.329058
base64url,b64veryfast-url-unchecked,decode,379,4354.112623,4274.468914,4234.273563,4577.620648
base64url,b64veryfast-url-unchecked,decode,408,4615.651662,4549.934131,4490.985978,4936.484294
base64url,b64veryfast-url-unchecked,decode,440,5089.038483,4988.031954,4932.524013,5475.662504
base64url,b64veryfast-url-unchecked,decode,475,5045.933006,4991.298765,4980.675752,5176.629024
base64url,b64veryfast-url-unchecked,decode,512,5290.640334,5305.838284,4865.621305,5627.979746
base64url,b64veryfast-url-unchecked,decode,552,5672.166174,5670.857077,5636.895862,5717.461310
base64url,b64veryfast-url-unchecked,decode,595,5653.726290,5591.816977,5499.013393,5865.053489
base64url,b64veryfast-url-unchecked,decode,642,6272.691246,6273.986941,6230.290832,6317.923733
base64url,b64veryfast-url-unchecked,decode,692,6474.675938,6454.307782,6428.497698,6566.868768
base64url,b64veryfast-url-unchecked,decode,746,6439.453320,6479.260112,6048.126585,6789.553078
base64url,b64veryfast-url-unchecked,decode,805,7077.252055,7076.917565,7054.351003,7091.453745
base64url,b64veryfast-url-unchecked,decode,868,7414.255008,7416.196990,7318.627449,7497.467822
base64url,b64veryfast-url-unchecked,decode,935,7556.571079,7543.263296,7472.625734,7660.492873
base64url,b64veryfast-url-unchecked,decode,1009,8168.254175,8169.070209,8139.356463,8204.218771
base64url,b64veryfast-url-unchecked,decode,1088,7850.778951,7897.909100,7670.318043,7932.834923
base64url,b64veryfast-url-unchecked,decode,1173,8750.907521,8632.372478,8571.177104,9103.292465
base64url,b64veryfast-url-unchecked,decode,1264,8958.630634,8957.474579,8912.207264,9007.913604
base64url,b64veryfast-url-unchecked,decode,1363,8830.610387,8740.437949,8671.987240,9029.850715
base64url,b64veryfast-url-unchecked,decode,1470,8917.993456,8904.355152,8795.301141,9035.950736
base64url,b64veryfast-url-unchecked,decode,1585,9361.213345,9307.530680,9264.508894,9504.960437
base64url,b64veryfast-url-unchecked,decode,1709,9300.659300,9454.449022,8615.815793,9554.131210
base64url,b64veryfast-url-unchecked,decode,1843,9968.882594,9947.951782,9908.108058,10072.845865
base64url,b64veryfast-url-unchecked,decode,1987,9936.413786,9867.441374,9805.105823,10164.110794
base64url,b64veryfast-url-unchecked,decode,2143,9989.792889,10007.169533,9884.042638,10046.992145
base64url,b64veryfast-url-unchecked,decode,2310,10303.865900,10260.898307,10155.339897,10560.173162
base64url,b64veryfast-url-unchecked,decode,2491,10740.054351,10729.190442,10709.887351,10807.103682
base64url,b64veryfast-url-unchecked,decode,2686,10868.362646,10848.181572,10783.795823,10989.737518
base64url,b64veryfast-url-unchecked,decode,2896,11016.673035,10945.739563,10878.281620,11223.422234
base64url,b64veryfast-url-unchecked,decode,3123,11313.204373,11274.944147,11262.692298,11481.018418
base64url,b64veryfast-url-unchecked,decode,3367,11260.688259,11239.123908,11164.860392,11353.103093
base64url,b64veryfast-url-unchecked,decode,3631,11359.747163,11509.772684,10654.974365,11634.637536
base64url,b64veryfast-url-unchecked,decode,3915,11628.800247,11655.463627,11396.831752,11817.324630
base64url,b64veryfast-url-unchecked,decode,4096,11698.467931,11690.635116,11635.414712,11815.785816
base64url,b64veryfast-url-unchecked,decode,4552,11831.900623,11834.286162,11784.042260,11862.923498
base64url,b64veryfast-url-unchecked,decode,4908,12026.291591,12018.746454,11963.785544,12116.345157
base64url,b64veryfast-url-unchecked,decode,5292,12225.778044,12231.736516,12199.940593,12246.917197
base64url,b64veryfast-url-unchecked,decode,5706,12238.348139,12268.655666,12084.031182,12305.179821
base64url,b64veryfast-url-unchecked,decode,6152,12373.522703,12375.962010,12349.678696,12410.921257
base64url,b64veryfast-url-unchecked,decode,6634,12536.527563,12531.680166,12499.811960,12605.876727
base64url,b64veryfast-url-unchecked,decode,7153,12576.630865,12565.951210,12558.475927,12620.513581
base64url,b64veryfast-url-unchecked,decode,7713,12447.350544,12451.931837,12407.295692,12502.385687
base64url,b64veryfast-url-unchecked,decode,8316,12285.512999,12310.652398,12027.955120,12452.779425
base64url,b64veryfast-url-unchecked,decode,8967,12438.646737,12497.954201,12109.605038,12548.945446
base64url,b64veryfast-url-unchecked,decode,9669,12741.143274,12765.841479,12494.996748,12954.833907
base64url,b64veryfast-url-unchecked,decode,10425,12977.780453,12994.527832,12931.834934,13011.731531
base64url,b64veryfast-url-unchecked,decode,11241,13028.920175,13020.868078,13004.516367,13054.929412
base64url,b64veryfast-url-unchecked,decode,12121,13053.583558,13054.629508,13034.972622,13078.460822
base64url,b64veryfast-url-unchecked,decode,13069,13172.702522,13173.809105,13099.898135,13218.557379
base64url,b64veryfast-url-unchecked,decode,14092,13108.952230,13116.948604,13054.674235,13135.912072
base64url,b64veryfast-url-unchecked,decode,15195,13151.689369,13146.147922,13078.149201,13241.795249
base64url,b64veryfast-url-unchecked,decode,16384,13178.318661,13187.193482,13134.414786,13203.486346
base64url,b64veryfast-url-unchecked,decode,17666,13215.829513,13220.365870,13158.387068,13258.414849
base64url,b64veryfast-url-unchecked,decode,19049,13390.679913,13415.948391,13324.266688,13430.001410
base64url,b64veryfast-url-unchecked,decode,20539,13232.623820,13234.424585,13205.683978,13269.162805
base64url,b64veryfast-url-unchecked,decode,22146,13347.118091,13355.544168,13309.135910,13371.506133
base64url,b64veryfast-url-unchecked,decode,23879,13407.254901,13413.212956,13375.655116,13448.429376
base64url,b64veryfast-url-unchecked,decode,25748,13660.645760,13619.407121,13556.552266,13845.618455
base64url,b64veryfast-url-unchecked,decode,27763,14462.385692,14454.487090,14430.582702,14487.541959
base64url,b64veryfast-url-unchecked,decode,29935,14403.747683,14437.017867,14332.766493,14474.229015
base64url,b64veryfast-url-unchecked,decode,32278,14426.829359,14494.958663,14152.379633,14512.728793
base64url,b64veryfast-url-unchecked,decode,34804,14556.633424,14568.434393,14520.589120,14593.838651
base64url,b64veryfast-url-unchecked,decode,37527,14323.513758,14375.898391,14075.107712,14450.669168
base64url,b64veryfast-url-unchecked,decode,40464,13713.467457,13730.329487,13671.401034,13747.808404
base64url,b64veryfast-url-unchecked,decode,43630,14432.864789,14441.852179,14276.531443,14535.715419
base64url,b64veryfast-url-unchecked,decode,47045,13718.711619,13722.391922,13664.659346,13802.738348
base64url,b64veryfast-url-unchecked,decode,50726,14330.126216,14323.745559,14033.364013,14540.135445
base64url,b64veryfast-url-unchecked,decode,54695,13817.567786,14129.573775,12465.414208,14430.695081
base64url,b64veryfast-url-unchecked,decode,58975,14505.539360,14499.641891,14450.670275,14581.243177
base64url,b64veryfast-url-unchecked,decode,65536,14282.684609,14298.273416,14181.835873,14373.331108
base64url,b64veryfast-url-unchecked,decode,68567,14344.016898,14410.043362,13945.246380,14535.457143
base64url,b64veryfast-url-unchecked,decode,73932,13990.179263,14019.983015,13875.405577,14034.017486
base64url,b64veryfast-url-unchecked,decode,79717,13597.421762,13543.172503,13427.186051,13782.555968
base64url,b64veryfast-url-unchecked,decode,85956,13269.295015,13227.154283,13123.102771,13592.462801
base64url,b64veryfast-url-unchecked,decode,92682,13923.047244,13883.156439,13699.704315,14308.608710
base64url,b64veryfast-url-unchecked,decode,99935,13553.601749,13498.930983,13377.827087,13834.867000
base64url,b64veryfast-url-unchecked,decode,107755,13350.487830,13481.000757,12681.578688,13572.180828
base64url,b64veryfast-url-unchecked,decode,116187,14311.647101,14393.033790,14144.756166,14411.488129
base64url,b64veryfast-url-unchecked,decode,125279,14402.761791,14573.816838,13840.423087,14683.259567
base64url,b64veryfast-url-unchecked,decode,135082,13896.824033,14026.050741,13249.379248,14386.064938
base64url,b64veryfast-url-unchecked,decode,145653,12335.093831,12322.824032,11931.681097,12740.115324
base64url,b64veryfast-url-unchecked,decode,157051,13401.371549,13702.063151,12177.534789,13756.118014
base64url,b64veryfast-url-unchecked,decode,169340,13975.178185,13915.146002,13828.335917,14302.912683
base64url,b64veryfast-url-unchecked,decode,182592,13969.760114,13888.615959,13814.068257,14409.208415
base64url,b64veryfast-url-unchecked,decode,196880,11873.854935,11666.122564,11159.085097,13559.643547
base64url,b64veryfast-url-unchecked,decode,212286,13129.885815,13309.043810,12110.950266,13625.176853
base64url,b64veryfast-url-unchecked,decode,228898,12236.633266,11973.129337,11574.025026,13299.027998
base64url,b64veryfast-url-unchecked,decode,246810,13063.336786,12920.558545,12849.393107,13703.837964
base64url,b64veryfast-url-unchecked,decode,266124,12477.575932,12507.842360,12107.514100,12785.915895
base64url,b64veryfast-url-unchecked,decode,286949,11527.019746,11200.942009,11064.799105,12673.004910
base64url,b64veryfast-url-unchecked,decode,309404,11140.348594,11127.728558,10731.836889,11484.668512
base64url,b64veryfast-url-unchecked,decode,333615,10167.406673,10387.963548,9483.473257,10731.723568
