family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
standard,b64veryfast,encode,58975,20032.198297,22136.186491,15227.884649,22479.170685
standard,b64veryfast,encode,65536,24444.337914,24612.804779,23849.152382,24725.792701
standard,b64veryfast,encode,68567,22653.482461,22703.112427,21799.561920,23586.411258
standard,b64veryfast,encode,73932,23086.752923,23317.175023,22305.918259,23595.541571
standard,b64veryfast,encode,79717,24008.802045,23978.353983,23934.262840,24086.738122
standard,b64veryfast,encode,85956,21783.344623,21861.315667,21444.628528,21939.271399
standard,b64veryfast,encode,92682,22910.000461,22781.865973,22358.638115,23432.073502
standard,b64veryfast,encode,99935,20980.564670,20960.323839,20242.528338,21797.838453
standard,b64veryfast,encode,107755,17023.742884,17261.351576,14653.512603,18817.165997
standard,b64veryfast,encode,116187,20970.402452,21108.536848,19671.535110,22034.743854
standard,b64veryfast,encode,125279,21566.533008,21534.485096,21078.990351,22204.938665
standard,b64veryfast,encode,135082,22334.975884,21858.189147,20987.643642,24590.380851
standard,b64veryfast,encode,145653,21747.245096,21882.700977,20399.098619,22763.740614
standard,b64veryfast,encode,157051,21642.830119,21445.388387,20690.677304,23051.143428
standard,b64veryfast,encode,169340,18536.105132,18751.801503,17364.330350,19114.720530
standard,b64veryfast,encode,182592,19930.360820,19877.716239,19582.998963,20272.921006
standard,b64veryfast,encode,196880,18699.749881,18717.293325,18557.667068,18832.678549
standard,b64veryfast,encode,212286,20113.375600,19721.539529,19075.327289,22076.083901
standard,b64veryfast,encode,228898,17616.197368,17310.282754,16799.383812,19317.759444
standard,b64veryfast,encode,246810,18454.075418,18377.421867,17084.935564,19461.792238
standard,b64veryfast,encode,266124,14522.401442,14442.104850,14108.878210,15177.811963
standard,b64veryfast,encode,286949,17039.034606,16632.802584,14227.330289,20709.724567
standard,b64veryfast,encode,309404,17245.031649,17393.361609,16634.453143,17647.226353
standard,b64veryfast,encode,333615,17894.651494,17501.975521,16991.160266,19661.425456
standard,b64veryfast,encode,359722,17456.206336,17344.497018,15218.447812,20545.107080
standard,b64veryfast,encode,387871,15654.052127,15916.662408,14516.299558,16736.265426
standard,b64veryfast,encode,418223,6365.633424,8957.290462,994.177041,9747.144371
standard,b64veryfast,encode,450950,10057.972618,9999.342313,9387.786336,10747.243492
standard,b64veryfast,encode,486238,9149.575232,9160.990688,7869.439636,10378.458981
standard,b64veryfast,encode,524288,9536.465151,9363.866135,9220.666287,10216.625689
standard,b64veryfast,encode,565315,9118.954309,9042.411055,8663.839919,9691.064964
standard,b64veryfast,encode,609553,8858.939946,8846.458583,8730.270599,9094.223697
standard,b64veryfast,encode,657252,8838.871560,8917.725423,8042.540075,9306.485159
standard,b64veryfast,encode,708684,9671.890416,9669.465020,9400.993797,9892.917287
standard,b64veryfast,encode,764140,8963.393294,8860.997934,8586.191795,9459.363842
standard,b64veryfast,encode,823937,9645.661018,9705.920976,9156.670150,10137.085238
standard,b64veryfast,encode,888412,10903.772977,10624.530405,10483.057795,11834.360865
standard,b64veryfast,encode,957933,11080.134671,11124.866454,10751.542148,11519.192354
standard,b64veryfast,encode,1048576,10246.172944,10420.780799,9331.048179,10617.222807
standard,b64veryfast,encode,1113721,9941.931530,9995.577801,9616.816210,10147.228945
standard,b64veryfast,encode,1200873,11278.153714,11269.466852,10958.919208,11682.744908
standard,b64veryfast,encode,1294845,10757.710929,10957.907960,9912.249184,11115.839391
standard,b64veryfast,encode,1396170,11396.338703,11280.324336,10672.573223,12853.961293
standard,b64veryfast,encode,1505425,10902.528180,11004.454545,10337.594742,11207.534409
standard,b64veryfast,encode,1623229,11869.128223,11902.646911,11380.355374,12365.349211
standard,b64veryfast,encode,1750251,12309.551415,11478.497829,11109.543527,14351.279446
standard,b64veryfast,encode,1887213,12161.026599,11467.626033,11264.506761,14016.483530
standard,b64veryfast,encode,2034893,11078.410809,10848.672186,9993.618421,11952.490040
standard,b64veryfast,encode,2194130,14169.606676,13027.618824,12869.998335,17958.503166
standard,b64veryfast,encode,2365827,11018.953341,10929.375577,10165.010607,12447.133663
standard,b64veryfast,encode,2550960,10931.334419,10858.199287,10749.401637,11222.744968
standard,b64veryfast,encode,2750580,12766.801274,12593.249429,12566.610315,13089.438636
standard,b64veryfast,encode,2965821,12125.508105,12196.412197,11006.772434,13096.296174
standard,b64veryfast,encode,3197905,11592.327227,11342.613661,10689.311902,12698.060132
standard,b64veryfast,encode,3448150,11048.408118,10847.997012,10651.805548,12059.039328
standard,b64veryfast,encode,3717978,14743.917823,14842.496389,13998.895821,15238.814191
standard,b64veryfast,encode,4008921,16124.807319,16455.688641,14810.908065,16573.429252
standard,b64veryfast,encode,4194304,12778.293704,12567.672080,11629.467281,14379.735634
standard,b64veryfast,encode,4660890,14597.706562,14390.194159,13382.069116,15779.183993
standard,b64veryfast,encode,5025618,14798.974197,14843.322497,12994.914176,16552.387135
standard,b64veryfast,encode,5418887,15474.449171,15228.509752,15043.012454,16326.146688
standard,b64veryfast,encode,5842931,16301.540946,16253.937704,15191.106842,17756.348525
standard,b64veryfast,encode,6300158,17800.512292,17481.742934,17101.419945,18896.785516
standard,b64veryfast,encode,6793164,21071.103278,21055.014610,19848.592356,21963.049435
standard,b64veryfast,encode,7324749,19999.493414,20026.741124,19394.760264,20668.429300
standard,b64veryfast,encode,7897932,22271.084050,22710.854519,20590.636690,22781.606984
standard,b64veryfast,encode,8388608,20499.519472,21291.788380,17036.306030,21805.610956
standard,b64veryfast,encode,9182368,21822.146390,21947.339663,18732.957347,23488.425971
standard,b64veryfast,encode,9900915,23380.266324,24170.908231,21172.491767,24461.783276
standard,b64veryfast,encode,10675691,23667.026149,24158.295796,21796.840927,24335.326961
standard,b64veryfast,encode,11511095,23937.732524,24166.368690,23331.916224,24306.731066
standard,b64veryfast,encode,12411872,22499.221724,22535.316296,21597.233120,23095.523610
standard,b64veryfast,encode,13383138,21845.025746,22451.742003,20065.997847,22717.373544
standard,b64veryfast,encode,14430407,24110.542189,24411.177764,22883.654315,24433.228042
standard,b64veryfast,encode,15559629,23865.553586,23819.798870,23747.955331,23997.591734
standard,b64veryfast,encode,16777216,23997.461314,24232.905144,23419.711591,24365.482234
standard,b64veryfast-unchecked,decode,16,781.934531,733.666173,712.029354,878.658820
standard,b64veryfast-unchecked,decode,17,804.128729,736.193960,718.510166,919.490890
standard,b64veryfast-unchecked,decode,19,899.054563,842.546825,800.698719,1022.447354
standard,b64veryfast-unchecked,decode,20,873.694471,836.776622,813.993100,1011.105085
standard,b64veryfast-unchecked,decode,22,992.370941,966.591494,939.075954,1135.695299
standard,b64veryfast-unchecked,decode,23,975.260237,942.204007,920.226098,1132.045276
standard,b64veryfast-unchecked,decode,25,1112.878097,1039.223168,1007.941909,1260.940232
standard,b64veryfast-unchecked,decode,27,1204.596097,1153.121654,1145.733138,1419.940804
standard,b64veryfast-unchecked,decode,29,1268.895415,1180.592298,1159.993087,1415.526419
standard,b64veryfast-unchecked,decode,32,1384.821322,1288.313835,1274.433230,1546.760169
standard,b64veryfast-unchecked,decode,34,1406.713554,1296.374810,1283.647140,1583.557665
standard,b64veryfast-unchecked,decode,37,1434.107144,1374.705848,1363.023397,1679.004078
standard,b64veryfast-unchecked,decode,40,1529.490312,1475.248382,1446.166224,1789.257629
standard,b64veryfast-unchecked,decode,43,1644.419832,1510.979941,1499.926686,1864.508303
standard,b64veryfast-unchecked,decode,46,1669.488199,1576.434474,1464.057487,1902.220907
standard,b64veryfast-unchecked,decode,50,2077.469860,1938.677664,1923.040644,2631.551646
standard,b64veryfast-unchecked,decode,53,2057.563345,2060.023589,2037.437067,2069.300695
standard,b64veryfast-unchecked,decode,58,2348.861223,2110.865149,2082.101572,2767.039037
standard,b64veryfast-unchecked,decode,62,2260.736597,2142.467121,2117.758152,2770.490470
standard,b64veryfast-unchecked,decode,67,1063.818171,1047.203671,1039.097431,1143.903813
standard,b64veryfast-unchecked,decode,72,986.419371,958.593359,910.230959,1083.527911
standard,b64veryfast-unchecked,decode,78,1211.691742,1176.109864,1162.072684,1283.589810
standard,b64veryfast-unchecked,decode,84,1279.088368,1263.742587,1245.083037,1342.033146
standard,b64veryfast-unchecked,decode,91,1378.166370,1409.583937,1317.684720,1424.351096
standard,b64veryfast-unchecked,decode,98,1567.693476,1518.441641,1500.884583,1733.181571
standard,b64veryfast-unchecked,decode,105,1691.030618,1649.412012,1599.460167,1797.189476
standard,b64veryfast-unchecked,decode,113,1716.731091,1691.336521,1646.778694,1842.266099
standard,b64veryfast-unchecked,decode,122,1702.178036,1703.987501,1629.162465,1810.755231
standard,b64veryfast-unchecked,decode,132,1814.872786,1814.525711,1759.119537,1847.118651
standard,b64veryfast-unchecked,decode,142,1932.128010,1904.802116,1859.191248,2040.934378
standard,b64veryfast-unchecked,decode,153,2261.549662,2222.438756,2200.729952,2388.307838
standard,b64veryfast-unchecked,decode,165,2309.544113,2284.285093,2262.019162,2431.612229
standard,b64veryfast-unchecked,decode,178,2415.127616,2433.874671,2272.622673,2573.408711
standard,b64veryfast-unchecked,decode,192,2728.308115,2704.819616,2667.931413,2864.514076
standard,b64veryfast-unchecked,decode,207,2900.854264,2861.472353,2838.981534,3041.606040
standard,b64veryfast-unchecked,decode,224,3207.459801,3154.690481,2976.212128,3382.338801
standard,b64veryfast-unchecked,decode,241,3534.312008,3497.757584,3454.788908,3752.840088
standard,b64veryfast-unchecked,decode,260,3458.803914,3435.097840,3279.643558,3683.924307
standard,b64veryfast-unchecked,decode,280,3809.449556,3728.107259,3626.732346,4001.417658
standard,b64veryfast-unchecked,decode,302,4161.800078,4096.620898,3855.105334,4403.850057
standard,b64veryfast-unchecked,decode,326,4084.489912,4200.542498,3725.172944,4492.861035
standard,b64veryfast-unchecked,decode,351,4457.528224,4469.117726,4337.363712,4576.694158
standard,b64veryfast-unchecked,decode,379,4570.205323,4608.076211,4219.967735,4904.532581
standard,b64veryfast-unchecked,decode,408,4979.855092,4933.598914,4739.815599,5375.611878
standard,b64veryfast-unchecked,decode,440,5271.431102,5197.507072,5164.176860,5415.135084
standard,b64veryfast-unchecked,decode,475,4709.102227,4449.087700,4420.799934,5155.720032
standard,b64veryfast-unchecked,decode,512,5428.386733,5448.825959,5340.421574,5461.143170
standard,b64veryfast-unchecked,decode,552,5154.787394,5079.677502,4685.484482,5516.586544
standard,b64veryfast-unchecked,decode,595,6205.349047,6177.468149,5967.477639,6416.628120
standard,b64veryfast-unchecked,decode,642,6648.480477,6592.889935,6574.580923,6894.253302
standard,b64veryfast-unchecked,decode,692,6755.475204,6735.365295,6583.013528,7041.058918
standard,b64veryfast-unchecked,decode,746,7056.548048,7061.265605,6817.686498,7250.620733
standard,b64veryfast-unchecked,decode,805,6027.151702,5928.148352,5683.141875,6540.908520
standard,b64veryfast-unchecked,decode,868,7484.631036,7518.266544,7343.321677,7638.756675
standard,b64veryfast-unchecked,decode,935,7574.090472,7502.985998,7446.814150,7733.283522
standard,b64veryfast-unchecked,decode,1009,8368.663410,8326.036670,8275.926379,8485.543205
standard,b64veryfast-unchecked,decode,1088,8334.827418,8317.335260,8294.343670,8431.335390
standard,b64veryfast-unchecked,decode,1173,8742.830384,8696.291526,8626.654609,9024.245385
standard,b64veryfast-unchecked,decode,1264,8834.392053,8921.495228,8225.702003,9216.253839
standard,b64veryfast-unchecked,decode,1363,9167.461238,9171.374106,9065.366860,9301.053403
standard,b64veryfast-unchecked,decode,1470,9056.135921,9116.469875,8938.473112,9159.453417
standard,b64veryfast-unchecked,decode,1585,9541.531961,9664.171651,9286.901891,9686.937314
standard,b64veryfast-unchecked,decode,1709,9519.210349,9467.896532,9345.873914,9694.753829
standard,b64veryfast-unchecked,decode,1843,9838.520175,9802.170612,9771.630561,9950.418441
standard,b64veryfast-unchecked,decode,1987,10246.311846,10358.222455,10043.113492,10396.960025
standard,b64veryfast-unchecked,decode,2143,10089.205666,10080.429590,9983.457265,10231.749845
standard,b64veryfast-unchecked,decode,2310,10451.429341,10518.361837,10316.336704,10527.354167
standard,b64veryfast-unchecked,decode,2491,10378.479492,10366.410167,10315.406919,10462.576603
standard,b64veryfast-unchecked,decode,2686,10848.822498,10830.928103,10781.553518,10926.979124
standard,b64veryfast-unchecked,decode,2896,10971.129303,10933.118981,10830.360279,11297.497320
standard,b64veryfast-unchecked,decode,3123,11289.942460,11304.466988,11088.771240,11474.182540
standard,b64veryfast-unchecked,decode,3367,11415.378263,11382.044440,11337.670690,11512.897398
standard,b64veryfast-unchecked,decode,3631,11375.079921,11396.307734,11312.323749,11424.580197
standard,b64veryfast-unchecked,decode,3915,11636.089297,11617.492525,11448.417030,11849.968439
standard,b64veryfast-unchecked,decode,4096,11488.760940,11591.213853,11065.466561,11703.665113
standard,b64veryfast-unchecked,decode,4552,11829.809238,11811.607312,11768.013935,11925.951512
standard,b64veryfast-unchecked,decode,4908,12192.691794,12263.876509,12048.518014,12297.299495
standard,b64veryfast-unchecked,decode,5292,12188.494473,12196.460831,12132.226419,12213.886006
standard,b64veryfast-unchecked,decode,5706,12263.950115,12257.415087,12221.730642,12306.483384
standard,b64veryfast-unchecked,decode,6152,12193.559855,12344.422494,11566.896660,12372.944727
standard,b64veryfast-unchecked,decode,6634,12584.298514,12635.420422,12472.277486,12684.009077
standard,b64veryfast-unchecked,decode,7153,12590.338849,12576.293683,12534.829076,12656.472937
standard,b64veryfast-unchecked,decode,7713,11622.898156,11607.567282,11234.866694,11993.231997
standard,b64veryfast-unchecked,decode,8316,11771.917150,11819.678233,11514.420154,11939.575715
standard,b64veryfast-unchecked,decode,8967,12757.693941,12761.163823,12722.304983,12777.092878
standard,b64veryfast-unchecked,decode,9669,12581.725576,12580.831538,12508.303101,12646.333100
standard,b64veryfast-unchecked,decode,10425,12968.017620,12993.492033,12857.819641,13005.892769
standard,b64veryfast-unchecked,decode,11241,12839.259043,12871.582395,12746.615576,12902.284576
standard,b64veryfast-unchecked,decode,12121,13039.756260,13012.580602,12902.107755,13174.430653
standard,b64veryfast-unchecked,decode,13069,13131.566887,13142.798120,13105.488579,13151.438201
standard,b64veryfast-unchecked,decode,14092,12757.490021,12746.711070,12681.177262,12891.315133
standard,b64veryfast-unchecked,decode,15195,13180.298867,13197.582663,13119.873226,13234.021346
standard,b64veryfast-unchecked,decode,16384,13223.585606,13218.918450,13184.837290,13276.674054
standard,b64veryfast-unchecked,decode,17666,13246.492281,13241.088354,13168.022621,13317.080395
standard,b64veryfast-unchecked,decode,19049,13261.304829,13281.608549,13161.283899,13294.974530
standard,b64veryfast-unchecked,decode,20539,13247.040271,13344.003494,12754.744085,13449.107624
standard,b64veryfast-unchecked,decode,22146,13286.641862,13319.777379,13111.008532,13360.338506
standard,b64veryfast-unchecked,decode,23879,13342.573092,13336.456061,13315.641265,13366.125132
standard,b64veryfast-unchecked,decode,25748,13482.817082,13494.150340,13381.978123,13547.115103
standard,b64veryfast-unchecked,decode,27763,14402.665340,14505.802647,14001.447317,14508.526997
standard,b64veryfast-unchecked,decode,29935,14479.265413,14490.013586,14418.214615,14527.308027
standard,b64veryfast-unchecked,decode,32278,13818.201999,14029.190610,12959.242446,14358.647787
standard,b64veryfast-unchecked,decode,34804,14179.825909,14321.534612,13753.043609,14513.857639
standard,b64veryfast-unchecked,decode,37527,13949.077181,14174.899836,12695.858145,14441.173817
standard,b64veryfast-unchecked,decode,40464,14509.550840,14516.648843,14446.113827,14544.417528
standard,b64veryfast-unchecked,decode,43630,14549.293551,14540.500310,14533.119814,14575.196550
standard,b64veryfast-unchecked,decode,47045,14375.706670,14301.931251,14219.115543,14545.602517
standard,b64veryfast-unchecked,decode,50726,14391.273048,14508.765306,13767.130156,14617.279094
standard,b64veryfast-unchecked,decode,54695,14314.440972,14385.095583,14105.621661,14478.190024
standard,b64veryfast-unchecked,decode,58975,13909.155393,14246.770745,12600.242217,14361.793922
standard,b64veryfast-unchecked,decode,65536,14432.167990,14436.981062,14266.617498,14530.061657
standard,b64veryfast-unchecked,decode,68567,14126.462170,14031.509772,13976.067802,14422.313043
standard,b64veryfast-unchecked,decode,73932,13130.469468,13406.750770,11669.773736,13652.132231
standard,b64veryfast-unchecked,decode,79717,14317.852101,14292.932264,14228.431898,14442.899890
standard,b64veryfast-unchecked,decode,85956,13165.250944,13306.766829,12466.714977,13490.442961
standard,b64veryfast-unchecked,decode,92682,13540.272127,13544.508430,13441.443052,13600.601529
standard,b64veryfast-unchecked,decode,99935,12919.918422,12765.429862,12584.995814,13509.853628
standard,b64veryfast-unchecked,decode,107755,9191.065291,10091.871741,5476.303489,11359.926916
standard,b64veryfast-unchecked,decode,116187,13708.553049,13673.574079,13617.990445,13907.532571
standard,b64veryfast-unchecked,decode,125279,14447.632921,14466.147510,14357.199269,14538.076680
standard,b64veryfast-unchecked,decode,135082,12678.461636,12625.766059,12386.806030,13030.128727
standard,b64veryfast-unchecked,decode,145653,13843.804181,13552.250875,13416.556799,14439.395805
standard,b64veryfast-unchecked,decode,157051,13621.572639,13623.420540,13209.076440,14292.836572
standard,b64veryfast-unchecked,decode,169340,12791.273061,12981.987263,12332.530681,13044.601349
standard,b64veryfast-unchecked,decode,182592,14020.335121,13960.099311,13754.099805,14353.479745
standard,b64veryfast-unchecked,decode,196880,13163.777789,12639.502156,12578.776094,14277.585332
standard,b64veryfast-unchecked,decode,212286,12844.332692,12610.130589,12215.816323,13540.662171
standard,b64veryfast-unchecked,decode,228898,11610.481034,11394.474533,10928.718361,12237.551858
standard,b64veryfast-unchecked,decode,246810,12678.137127,12663.003688,12459.626393,12881.855408
standard,b64veryfast-unchecked,decode,266124,11188.558131,10760.861549,10429.297247,13303.761563
standard,b64veryfast-unchecked,decode,286949,12078.507474,12060.069190,11979.932707,12252.922299
standard,b64veryfast-unchecked,decode,309404,12758.061281,12492.294712,12257.149615,13977.210568
standard,b64veryfast-unchecked,decode,333615,12194.720734,11890.419441,11746.943450,13365.167700
standard,b64veryfast-unchecked,decode,359722,11578.703021,11827.938168,10572.706927,12405.546562
standard,b64veryfast-unchecked,decode,387871,10658.019283,10566.138633,10185.074288,11591.045555
standard,b64veryfast-unchecked,decode,418223,8748.722838,8597.594871,7835.110923,10139.747394
standard,b64veryfast-unchecked,decode,450950,10147.262497,10423.814152,8903.958368,10965.331415
standard,b64veryfast-unchecked,decode,486238,10812.155810,10683.098330,10475.617481,11473.033595
standard,b64veryfast-unchecked,decode,524288,8242.845113,8291.128901,7897.910750,8459.743291
standard,b64veryfast-unchecked,decode,565315,7428.041524,7417.196510,7145.753826,7717.609638
standard,b64veryfast-unchecked,decode,609553,7022.098797,7001.842902,6842.168148,7229.412371
standard,b64veryfast-unchecked,decode,657252,7893.390923,7845.215369,7811.760293,7993.970682
standard,b64veryfast-unchecked,decode,708684,7179.683547,7265.676664,6625.148025,7524.585383
standard,b64veryfast-unchecked,decode,764140,7651.520996,7728.086538,7139.257021,8079.475759
standard,b64veryfast-unchecked,decode,823937,7885.721586,7915.901944,7626.335644,8177.570166
standard,b64veryfast-unchecked,decode,888412,8497.446307,8509.347482,8427.692002,8561.190570
standard,b64veryfast-unchecked,decode,957933,8349.227186,8432.390196,8090.573791,8540.318019
standard,b64veryfast-unchecked,decode,1048576,8385.886559,8351.893096,8247.959715,8520.943582
standard,b64veryfast-unchecked,decode,1113721,7925.779026,7897.795376,7870.173341,8006.868448
standard,b64veryfast-unchecked,decode,1200873,8410.922364,8595.224244,7486.877305,8858.186996
standard,b64veryfast-unchecked,decode,1294845,8294.443780,8308.999318,8090.211211,8563.468970
standard,b64veryfast-unchecked,decode,1396170,8707.768394,8726.772761,8554.860944,8827.475739
standard,b64veryfast-unchecked,decode,1505425,9016.788245,8995.297825,8929.105018,9146.510293
standard,b64veryfast-unchecked,decode,1623229,9319.809000,9338.639798,9234.190899,9370.899213
standard,b64veryfast-unchecked,decode,1750251,8757.925718,8761.626115,8661.874301,8815.471330
standard,b64veryfast-unchecked,decode,1887213,8670.951027,8731.762862,8096.595299,8964.821411
standard,b64veryfast-unchecked,decode,2034893,8994.910697,8975.471645,8836.005277,9264.531278
standard,b64veryfast-unchecked,decode,2194130,8439.418650,8499.940806,8160.411154,8742.527670
standard,b64veryfast-unchecked,decode,2365827,8739.827946,8716.272024,8539.691327,8954.452522
standard,b64veryfast-unchecked,decode,2550960,9356.520153,9349.127679,9198.775556,9541.517572
standard,b64veryfast-unchecked,decode,2750580,9044.018649,9061.151173,8842.706096,9317.663256
standard,b64veryfast-unchecked,decode,2965821,7944.901114,7878.627618,7723.276728,8428.792823
standard,b64veryfast-unchecked,decode,3197905,8300.354834,8377.192664,7314.954066,9091.580274
standard,b64veryfast-unchecked,decode,3448150,7966.970578,8076.503334,7261.718943,8443.448443
standard,b64veryfast-unchecked,decode,3717978,8404.735340,8406.162569,8149.045237,8734.146834
standard,b64veryfast-unchecked,decode,4008921,8773.082501,8755.988281,8625.121717,9058.236848
standard,b64veryfast-unchecked,decode,4194304,8459.140433,8546.598166,7477.106612,9240.512900
standard,b64veryfast-unchecked,decode,4660890,8928.348181,8841.314937,8685.825275,9203.045792
standard,b64veryfast-unchecked,decode,5025618,9223.562938,9418.292426,7661.754172,10428.471494
standard,b64veryfast-unchecked,decode,5418887,9978.620415,9573.782802,9011.792471,11865.952240
standard,b64veryfast-unchecked,decode,5842931,8850.061538,8794.244588,8312.660210,9389.020439
standard,b64veryfast-unchecked,decode,6300158,10382.058561,10014.508112,9549.477366,12431.542476
standard,b64veryfast-unchecked,decode,6793164,10048.065513,10220.503380,9581.680842,10374.687408
standard,b64veryfast-unchecked,decode,7324749,10569.232718,10660.702015,10141.487642,10992.014155
standard,b64veryfast-unchecked,decode,7897932,11423.562093,11500.228612,11124.218489,11728.078184
standard,b64veryfast-unchecked,decode,8388608,12417.768664,12147.690340,12043.101627,13649.016732
standard,b64veryfast-unchecked,decode,9182368,12182.039168,12164.173532,12131.145271,12245.138750
standard,b64veryfast-unchecked,decode,9900915,12119.204699,12301.410139,11439.544058,12464.839260
standard,b64veryfast-unchecked,decode,10675691,12971.749671,12623.664637,12438.945578,13762.179423
standard,b64veryfast-unchecked,decode,11511095,13353.247960,13778.268786,12687.839181,13789.085452
standard,b64veryfast-unchecked,decode,12411872,13188.927131,13313.581642,12763.667634,13559.290025
standard,b64veryfast-unchecked,decode,13383138,12687.562362,12784.600119,11697.546254,13337.978846
standard,b64veryfast-unchecked,decode,14430407,13891.069230,13911.017247,13772.668428,13986.123575
standard,b64veryfast-unchecked,decode,15559629,11149.264418,10982.018226,10397.490495,12033.225697
standard,b64veryfast-unchecked,decode,16777216,13738.977116,13704.916027,13683.149568,13842.113394
standard,otp-base64,decode,16,194.723431,201.931501,176.457441,208.358035
standard,otp-base64,decode,17,195.891100,191.784263,187.624778,216.406811
standard,otp-base64,decode,19,216.763932,206.703843,204.435630,233.984591
standard,otp-base64,decode,20,227.687852,217.056142,214.767563,247.432301
standard,otp-base64,decode,22,232.392440,227.024993,226.528671,254.329447
standard,otp-base64,decode,23,242.831431,237.663922,235.992474,266.081886
standard,otp-base64,decode,25,254.737129,246.326682,243.031573,270.494293
standard,otp-base64,decode,27,290.120213,283.483022,280.401398,304.211470
standard,otp-base64,decode,29,269.712681,270.079914,268.053790,271.288135
standard,otp-base64,decode,32,284.711220,285.858729,281.783747,286.736053
standard,otp-base64,decode,34,293.414827,289.013298,287.870625,311.938043
standard,otp-base64,decode,37,285.915567,287.340031,280.681015,289.280365
standard,otp-base64,decode,40,290.796911,293.390244,278.192019,302.314662
standard,otp-base64,decode,43,309.331367,309.437454,308.025287,310.794466
standard,otp-base64,decode,46,316.627138,318.257773,304.258329,323.184672
standard,otp-base64,decode,50,323.565137,317.665761,308.453907,345.584572
standard,otp-base64,decode,53,335.166783,335.074111,331.724105,338.416710
standard,otp-base64,decode,58,353.556951,347.894687,345.824081,363.389930
standard,otp-base64,decode,62,365.717334,361.966944,360.251357,373.411638
standard,otp-base64,decode,67,370.302116,366.365287,365.895838,386.184494
standard,otp-base64,decode,72,398.597202,398.027993,395.632750,403.007878
standard,otp-base64,decode,78,398.049883,397.087332,390.704291,406.221919
standard,otp-base64,decode,84,419.873744,419.286855,414.341750,429.392515
standard,otp-base64,decode,91,401.719957,401.566178,401.065706,402.432434
standard,otp-base64,decode,98,403.520451,403.286699,402.520973,405.194777
standard,otp-base64,decode,105,452.023730,453.505405,445.194544,455.392970
standard,otp-base64,decode,113,426.037000,426.188941,423.546505,428.094745
standard,otp-base64,decode,122,436.759294,434.934313,431.098770,450.646296
standard,otp-base64,decode,132,465.260002,464.152151,462.235120,468.284632
standard,otp-base64,decode,142,461.857292,454.833155,453.137651,475.207001
standard,otp-base64,decode,153,488.500132,484.433349,480.156057,498.120290
standard,otp-base64,decode,165,476.996697,477.425906,473.661803,479.308161
standard,otp-base64,decode,178,460.535498,457.578776,456.472177,471.953747
standard,otp-base64,decode,192,497.183718,494.083655,487.618951,507.524697
standard,otp-base64,decode,207,494.516382,497.042733,487.007302,499.506814
standard,otp-base64,decode,224,496.988611,495.772362,494.782796,503.290260
standard,otp-base64,decode,241,504.884822,506.573806,493.425967,510.062085
standard,otp-base64,decode,260,496.401578,496.329790,494.348989,498.436188
standard,otp-base64,decode,280,463.215680,465.969842,457.265457,469.121633
standard,otp-base64,decode,302,503.498347,506.743578,490.623408,509.574730
standard,otp-base64,decode,326,501.051552,499.470127,497.737038,506.812496
standard,otp-base64,decode,351,505.034033,506.278063,500.747281,506.848982
standard,otp-base64,decode,379,505.873154,506.301182,499.514642,509.187697
standard,otp-base64,decode,408,526.483168,527.762398,517.383076,532.549854
standard,otp-base64,decode,440,504.440065,504.655243,499.541307,507.979369
standard,otp-base64,decode,475,525.973760,525.820001,522.990237,529.646659
standard,otp-base64,decode,512,517.919201,519.588372,510.590342,523.184818
standard,otp-base64,decode,552,498.427415,498.094542,497.719659,499.867232
standard,otp-base64,decode,595,510.062678,513.841897,494.532730,515.373345
standard,otp-base64,decode,642,511.672172,510.943929,509.726136,513.624184
standard,otp-base64,decode,692,519.035516,515.797859,513.638839,527.592593
standard,otp-base64,decode,746,532.652647,535.846118,522.210339,536.017222
standard,otp-base64,decode,805,515.315971,521.379536,487.368054,524.767422
standard,otp-base64,decode,868,534.797909,536.224966,528.353743,539.538668
standard,otp-base64,decode,935,540.681422,547.100662,524.496303,547.832343
standard,otp-base64,decode,1009,520.791335,519.959122,519.223654,522.769621
standard,otp-base64,decode,1088,524.698773,526.577932,518.361706,528.689674
standard,otp-base64,decode,1173,535.206949,533.133166,530.259934,543.439426
standard,otp-base64,decode,1264,536.959550,535.823870,529.905987,542.421481
standard,otp-base64,decode,1363,519.106170,526.025833,492.830103,534.474831
standard,otp-base64,decode,1470,543.939706,543.790646,541.973936,546.426833
standard,otp-base64,decode,1585,528.143740,533.296716,500.812107,537.802143
standard,otp-base64,decode,1709,544.047892,543.818746,541.151726,547.524815
standard,otp-base64,decode,1843,553.856558,554.713929,551.896192,555.218262
standard,otp-base64,decode,1987,554.456410,555.287836,549.936784,557.362994
standard,otp-base64,decode,2143,539.180132,538.617243,537.470224,542.391775
standard,otp-base64,decode,2310,538.207465,537.409400,532.503065,546.147488
standard,otp-base64,decode,2491,549.454238,548.210256,545.597603,553.793200
standard,otp-base64,decode,2686,557.357407,558.259907,554.478740,561.085695
standard,otp-base64,decode,2896,555.359857,555.525342,553.899127,556.046359
standard,otp-base64,decode,3123,541.989694,542.266881,538.455250,545.199329
standard,otp-base64,decode,3367,545.487452,545.288720,541.344252,550.545181
standard,otp-base64,decode,3631,552.584660,552.888116,550.294816,554.133282
standard,otp-base64,decode,3915,555.769752,556.497846,552.663265,558.015139
standard,otp-base64,decode,4096,555.494622,556.066032,552.964093,557.524370
