family,library,operation,size_bytes,iterations,run,elapsed_us,mib_per_s
base64url,b64veryfast-url,encode,370728,272,5,4392,21895.862017
base64url,b64veryfast-url,decode,370728,272,1,8280,11614.326809
base64url,b64veryfast-url,decode,370728,272,2,7988,12038.886577
base64url,b64veryfast-url,decode,370728,272,3,8027,11980.394416
base64url,b64veryfast-url,decode,370728,272,4,8499,11315.051886
base64url,b64veryfast-url,decode,370728,272,5,8630,11143.293856
base64url,b64veryfast-url-trusted,decode,370728,272,1,7857,12239.611299
base64url,b64veryfast-url-trusted,decode,370728,272,2,7921,12140.717836
base64url,b64veryfast-url-trusted,decode,370728,272,3,7970,12066.076032
base64url,b64veryfast-url-trusted,decode,370728,272,4,7277,13215.147173
base64url,b64veryfast-url-trusted,decode,370728,272,5,7450,12908.271943
standard,otp-base64,encode,524288,192,1,132702,723.425419
standard,otp-base64,encode,524288,192,2,131895,727.851700
standard,otp-base64,encode,524288,192,3,132328,725.470044
standard,otp-base64,encode,524288,192,4,131125,732.125834
standard,otp-base64,encode,524288,192,5,131206,731.673856
standard,otp-base64,decode,524288,192,1,174324,550.698699
standard,otp-base64,decode,524288,192,2,175751,546.227333
standard,otp-base64,decode,524288,192,3,174811,549.164526
standard,otp-base64,decode,524288,192,4,175956,545.590943
standard,otp-base64,decode,524288,192,5,175838,545.957074
standard,b64fast,encode,524288,192,1,23119,4152.428738
standard,b64fast,encode,524288,192,2,23255,4128.144485
standard,b64fast,encode,524288,192,3,23845,4026.001258
standard,b64fast,encode,524288,192,4,25275,3798.219585
standard,b64fast,encode,524288,192,5,23368,4108.182129
standard,b64fast,decode,524288,192,1,23445,4094.689699
standard,b64fast,decode,524288,192,2,23564,4074.011204
standard,b64fast,decode,524288,192,3,23758,4040.744170
standard,b64fast,decode,524288,192,4,23642,4060.570172
standard,b64fast,decode,524288,192,5,23508,4083.716182
standard,b64veryfast,encode,524288,192,1,4700,20425.531915
standard,b64veryfast,encode,524288,192,2,4724,20321.761219
standard,b64veryfast,encode,524288,192,3,4626,20752.269780
standard,b64veryfast,encode,524288,192,4,4817,19929.416649
standard,b64veryfast,encode,524288,192,5,4655,20622.986037
standard,b64veryfast,decode,524288,192,1,8986,10683.285110
standard,b64veryfast,decode,524288,192,2,9297,10325.911584
standard,b64veryfast,decode,524288,192,3,8849,10848.683467
standard,b64veryfast,decode,524288,192,4,9343,10275.072247
standard,b64veryfast,decode,524288,192,5,9371,10244.370932
standard,b64veryfast-trusted,decode,524288,192,1,8726,11001.604401
standard,b64veryfast-trusted,decode,524288,192,2,8575,11195.335277
standard,b64veryfast-trusted,decode,524288,192,3,8466,11339.475549
standard,b64veryfast-trusted,decode,524288,192,4,8494,11302.095597
standard,b64veryfast-trusted,decode,524288,192,5,8052,11922.503726
base64url,otp-base64-url,encode,524288,192,1,132635,723.790855
base64url,otp-base64-url,encode,524288,192,2,133253,720.434062
base64url,otp-base64-url,encode,524288,192,3,133110,721.208023
base64url,otp-base64-url,encode,524288,192,4,133511,719.041877
base64url,otp-base64-url,encode,524288,192,5,135797,706.937561
base64url,otp-base64-url,decode,524288,192,1,178232,538.623816
base64url,otp-base64-url,decode,524288,192,2,179391,535.143904
base64url,otp-base64-url,decode,524288,192,3,178603,537.504969
base64url,otp-base64-url,decode,524288,192,4,179412,535.081265
base64url,otp-base64-url,decode,524288,192,5,179037,536.202014
base64url,b64rs,encode,524288,192,1,8388,11444.921316
base64url,b64rs,encode,524288,192,2,8641,11109.825252
base64url,b64rs,encode,524288,192,3,8694,11042.097999
base64url,b64rs,encode,524288,192,4,8649,11099.549081
base64url,b64rs,encode,524288,192,5,8650,11098.265896
base64url,b64rs,decode,524288,192,1,23315,4117.520909
base64url,b64rs,decode,524288,192,2,23519,4081.806199
base64url,b64rs,decode,524288,192,3,23430,4097.311140
base64url,b64rs,decode,524288,192,4,23392,4103.967168
base64url,b64rs,decode,524288,192,5,23551,4076.260031
base64url,b64veryfast-url,encode,524288,192,1,4705,20403.825717
base64url,b64veryfast-url,encode,524288,192,2,4573,20992.783731
base64url,b64veryfast-url,encode,524288,192,3,4513,21271.881232
base64url,b64veryfast-url,encode,524288,192,4,4525,21215.469613
base64url,b64veryfast-url,encode,524288,192,5,4569,21011.162180
base64url,b64veryfast-url,decode,524288,192,1,9816,9779.951100
base64url,b64veryfast-url,decode,524288,192,2,9311,10310.385565
base64url,b64veryfast-url,decode,524288,192,3,9469,10138.346182
base64url,b64veryfast-url,decode,524288,192,4,9317,10303.745841
base64url,b64veryfast-url,decode,524288,192,5,9187,10449.548275
base64url,b64veryfast-url-trusted,decode,524288,192,1,8562,11212.333567
base64url,b64veryfast-url-trusted,decode,524288,192,2,8413,11410.911684
base64url,b64veryfast-url-trusted,decode,524288,192,3,7890,12167.300380
base64url,b64veryfast-url-trusted,decode,524288,192,4,8311,11550.956564
base64url,b64veryfast-url-trusted,decode,524288,192,5,7891,12165.758459
standard,otp-base64,encode,741455,136,1,137039,701.745461
standard,otp-base64,encode,741455,136,2,135836,707.960307
standard,otp-base64,encode,741455,136,3,136636,703.815219
standard,otp-base64,encode,741455,136,4,132886,723.676657
standard,otp-base64,encode,741455,136,5,135323,710.644135
standard,otp-base64,decode,741455,136,1,182521,526.879078
standard,otp-base64,decode,741455,136,2,185419,518.644240
standard,otp-base64,decode,741455,136,3,187807,512.049584
standard,otp-base64,decode,741455,136,4,181319,530.371865
standard,otp-base64,decode,741455,136,5,184415,521.467865
standard,b64fast,encode,741455,136,1,23652,4065.892790
standard,b64fast,encode,741455,136,2,23562,4081.423320
standard,b64fast,encode,741455,136,3,23243,4137.439069
standard,b64fast,encode,741455,136,4,23263,4133.881970
standard,b64fast,encode,741455,136,5,23242,4137.617084
standard,b64fast,decode,741455,136,1,23031,4175.524132
standard,b64fast,decode,741455,136,2,23081,4166.478761
standard,b64fast,decode,741455,136,3,23206,4144.035865
standard,b64fast,decode,741455,136,4,23253,4135.659755
standard,b64fast,decode,741455,136,5,23769,4045.878930
standard,b64veryfast,encode,741455,136,1,4531,21224.121889
standard,b64veryfast,encode,741455,136,2,4302,22353.904295
standard,b64veryfast,encode,741455,136,3,4221,22782.870475
standard,b64veryfast,encode,741455,136,4,4299,22369.503670
standard,b64veryfast,encode,741455,136,5,4211,22836.973706
standard,b64veryfast,decode,741455,136,1,8723,11024.475098
standard,b64veryfast,decode,741455,136,2,9277,10366.120112
standard,b64veryfast,decode,741455,136,3,8618,11158.795112
standard,b64veryfast,decode,741455,136,4,8755,10984.180043
standard,b64veryfast,decode,741455,136,5,9327,10310.549617
standard,b64veryfast-trusted,decode,741455,136,1,7982,12047.919854
standard,b64veryfast-trusted,decode,741455,136,2,8042,11958.032365
standard,b64veryfast-trusted,decode,741455,136,3,7768,12379.827018
standard,b64veryfast-trusted,decode,741455,136,4,8125,11835.876465
standard,b64veryfast-trusted,decode,741455,136,5,8911,10791.886015
base64url,otp-base64-url,encode,741455,136,1,133901,718.191024
base64url,otp-base64-url,encode,741455,136,2,132808,724.101683
base64url,otp-base64-url,encode,741455,136,3,135106,711.785533
base64url,otp-base64-url,encode,741455,136,4,137855,697.591645
base64url,otp-base64-url,encode,741455,136,5,136247,705.824688
base64url,otp-base64-url,decode,741455,136,1,191175,503.028619
base64url,otp-base64-url,decode,741455,136,2,190308,505.320303
base64url,otp-base64-url,decode,741455,136,3,191541,502.067423
base64url,otp-base64-url,decode,741455,136,4,186848,514.677686
base64url,otp-base64-url,decode,741455,136,5,186595,515.375526
base64url,b64rs,encode,741455,136,1,8429,11409.004185
base64url,b64rs,encode,741455,136,2,8393,11457.940698
base64url,b64rs,encode,741455,136,3,8321,11557.084038
base64url,b64rs,encode,741455,136,4,8341,11529.372530
base64url,b64rs,encode,741455,136,5,8395,11455.210992
base64url,b64rs,decode,741455,136,1,23123,4158.910880
base64url,b64rs,decode,741455,136,2,23349,4118.655886
base64url,b64rs,decode,741455,136,3,22915,4196.661413
base64url,b64rs,decode,741455,136,4,24492,3926.445218
base64url,b64rs,decode,741455,136,5,24887,3864.125699
base64url,b64veryfast-url,encode,741455,136,1,4381,21950.809467
base64url,b64veryfast-url,encode,741455,136,2,4191,22945.954731
base64url,b64veryfast-url,encode,741455,136,3,4304,22343.516793
base64url,b64veryfast-url,encode,741455,136,4,4186,22973.362704
base64url,b64veryfast-url,encode,741455,136,5,4239,22686.127926
base64url,b64veryfast-url,decode,741455,136,1,8797,10931.737669
base64url,b64veryfast-url,decode,741455,136,2,8965,10726.881905
base64url,b64veryfast-url,decode,741455,136,3,8651,11116.228907
base64url,b64veryfast-url,decode,741455,136,4,9091,10578.208808
base64url,b64veryfast-url,decode,741455,136,5,8663,11100.830691
base64url,b64veryfast-url-trusted,decode,741455,136,1,7721,12455.186670
base64url,b64veryfast-url-trusted,decode,741455,136,2,8112,11854.844216
base64url,b64veryfast-url-trusted,decode,741455,136,3,8192,11739.074253
base64url,b64veryfast-url-trusted,decode,741455,136,4,7908,12160.659620
base64url,b64veryfast-url-trusted,decode,741455,136,5,8139,11815.517419
standard,otp-base64,encode,1048576,96,1,138822,691.533042
standard,otp-base64,encode,1048576,96,2,142056,675.789829
standard,otp-base64,encode,1048576,96,3,140163,684.916847
standard,otp-base64,encode,1048576,96,4,137076,700.341416
standard,otp-base64,encode,1048576,96,5,140085,685.298212
standard,otp-base64,decode,1048576,96,1,179409,535.090213
standard,otp-base64,decode,1048576,96,2,179557,534.649164
standard,otp-base64,decode,1048576,96,3,179536,534.711701
standard,otp-base64,decode,1048576,96,4,179437,535.006715
standard,otp-base64,decode,1048576,96,5,182986,524.630300
standard,b64fast,encode,1048576,96,1,23238,4131.164472
standard,b64fast,encode,1048576,96,2,23381,4105.897951
standard,b64fast,encode,1048576,96,3,23267,4126.015387
standard,b64fast,encode,1048576,96,4,23249,4129.209858
standard,b64fast,encode,1048576,96,5,23260,4127.257094
standard,b64fast,decode,1048576,96,1,23229,4132.765078
standard,b64fast,decode,1048576,96,2,23012,4171.736485
standard,b64fast,decode,1048576,96,3,23069,4161.428757
standard,b64fast,decode,1048576,96,4,23098,4156.204000
standard,b64fast,decode,1048576,96,5,23358,4109.940920
standard,b64veryfast,encode,1048576,96,1,4020,23880.597015
standard,b64veryfast,encode,1048576,96,2,3971,24175.270713
standard,b64veryfast,encode,1048576,96,3,3958,24254.674078
standard,b64veryfast,encode,1048576,96,4,3992,24048.096192
standard,b64veryfast,encode,1048576,96,5,4018,23892.483823
standard,b64veryfast,decode,1048576,96,1,8141,11792.163125
standard,b64veryfast,decode,1048576,96,2,8371,11468.163899
standard,b64veryfast,decode,1048576,96,3,8513,11276.870668
standard,b64veryfast,decode,1048576,96,4,8270,11608.222491
standard,b64veryfast,decode,1048576,96,5,8658,11088.011088
standard,b64veryfast-trusted,decode,1048576,96,1,7562,12695.054218
standard,b64veryfast-trusted,decode,1048576,96,2,8335,11517.696461
standard,b64veryfast-trusted,decode,1048576,96,3,7523,12760.866676
standard,b64veryfast-trusted,decode,1048576,96,4,7629,12583.562721
standard,b64veryfast-trusted,decode,1048576,96,5,7725,12427.184466
base64url,otp-base64-url,encode,1048576,96,1,137205,699.682956
base64url,otp-base64-url,encode,1048576,96,2,136101,705.358521
base64url,otp-base64-url,encode,1048576,96,3,139068,690.309777
base64url,otp-base64-url,encode,1048576,96,4,136285,704.406208
base64url,otp-base64-url,encode,1048576,96,5,137483,698.268150
base64url,otp-base64-url,decode,1048576,96,1,184962,519.025530
base64url,otp-base64-url,decode,1048576,96,2,185701,516.960059
base64url,otp-base64-url,decode,1048576,96,3,189461,506.700587
base64url,otp-base64-url,decode,1048576,96,4,185842,516.567837
base64url,otp-base64-url,decode,1048576,96,5,186000,516.129032
base64url,b64rs,encode,1048576,96,1,8465,11340.815121
base64url,b64rs,encode,1048576,96,2,8172,11747.430250
base64url,b64rs,encode,1048576,96,3,8217,11683.096020
base64url,b64rs,encode,1048576,96,4,8262,11619.462600
base64url,b64rs,encode,1048576,96,5,8222,11675.991243
base64url,b64rs,decode,1048576,96,1,22497,4267.235631
base64url,b64rs,decode,1048576,96,2,22984,4176.818656
base64url,b64rs,decode,1048576,96,3,22920,4188.481675
base64url,b64rs,decode,1048576,96,4,22746,4220.522290
base64url,b64rs,decode,1048576,96,5,22982,4177.182143
base64url,b64veryfast-url,encode,1048576,96,1,4152,23121.387283
base64url,b64veryfast-url,encode,1048576,96,2,4112,23346.303502
base64url,b64veryfast-url,encode,1048576,96,3,3975,24150.943396
base64url,b64veryfast-url,encode,1048576,96,4,4095,23443.223443
base64url,b64veryfast-url,encode,1048576,96,5,3972,24169.184290
base64url,b64veryfast-url,decode,1048576,96,1,8283,11590.003622
base64url,b64veryfast-url,decode,1048576,96,2,8573,11197.947043
base64url,b64veryfast-url,decode,1048576,96,3,8596,11167.985109
base64url,b64veryfast-url,decode,1048576,96,4,8527,11258.355811
base64url,b64veryfast-url,decode,1048576,96,5,8487,11311.417462
base64url,b64veryfast-url-trusted,decode,1048576,96,1,7138,13449.145419
base64url,b64veryfast-url-trusted,decode,1048576,96,2,7733,12414.328204
base64url,b64veryfast-url-trusted,decode,1048576,96,3,7723,12430.402693
base64url,b64veryfast-url-trusted,decode,1048576,96,4,7722,12432.012432
base64url,b64veryfast-url-trusted,decode,1048576,96,5,7727,12423.967905
standard,otp-base64,encode,1482910,68,1,139386,689.929378
standard,otp-base64,encode,1482910,68,2,135286,710.838492
standard,otp-base64,encode,1482910,68,3,134206,716.558844
standard,otp-base64,encode,1482910,68,4,134293,716.094631
standard,otp-base64,encode,1482910,68,5,135089,711.875107
standard,otp-base64,decode,1482910,68,1,185016,519.773945
standard,otp-base64,decode,1482910,68,2,190457,504.924977
standard,otp-base64,decode,1482910,68,3,188424,510.372863
standard,otp-base64,decode,1482910,68,4,184881,520.153484
standard,otp-base64,decode,1482910,68,5,184240,521.963180
standard,b64fast,encode,1482910,68,1,23205,4144.214448
standard,b64fast,encode,1482910,68,2,23152,4153.701463
standard,b64fast,encode,1482910,68,3,23146,4154.778203
standard,b64fast,encode,1482910,68,4,23099,4163.232013
standard,b64fast,encode,1482910,68,5,23126,4158.371369
standard,b64fast,decode,1482910,68,1,23062,4169.911381
standard,b64fast,decode,1482910,68,2,22933,4193.367474
standard,b64fast,decode,1482910,68,3,22930,4193.916105
standard,b64fast,decode,1482910,68,4,22985,4183.880630
standard,b64fast,decode,1482910,68,5,25429,3781.764768
standard,b64veryfast,encode,1482910,68,1,4056,23709.688431
standard,b64veryfast,encode,1482910,68,2,4132,23273.595420
standard,b64veryfast,encode,1482910,68,3,3946,24370.627541
standard,b64veryfast,encode,1482910,68,4,4021,23916.064729
standard,b64veryfast,encode,1482910,68,5,3957,24302.880030
standard,b64veryfast,decode,1482910,68,1,8062,11928.367189
standard,b64veryfast,decode,1482910,68,2,7690,12505.396135
standard,b64veryfast,decode,1482910,68,3,7645,12579.005399
standard,b64veryfast,decode,1482910,68,4,8044,11955.059209
standard,b64veryfast,decode,1482910,68,5,7674,12531.469413
standard,b64veryfast-trusted,decode,1482910,68,1,6959,13819.010817
standard,b64veryfast-trusted,decode,1482910,68,2,6916,13904.930057
standard,b64veryfast-trusted,decode,1482910,68,3,6937,13862.836425
standard,b64veryfast-trusted,decode,1482910,68,4,6875,13987.854004
standard,b64veryfast-trusted,decode,1482910,68,5,6894,13949.303202
base64url,otp-base64-url,encode,1482910,68,1,132339,726.667848
base64url,otp-base64-url,encode,1482910,68,2,132461,725.998568
base64url,otp-base64-url,encode,1482910,68,3,132589,725.297696
base64url,otp-base64-url,encode,1482910,68,4,134064,717.317820
base64url,otp-base64-url,encode,1482910,68,5,134022,717.542614
base64url,otp-base64-url,decode,1482910,68,1,184201,522.073693
base64url,otp-base64-url,decode,1482910,68,2,183731,523.409203
base64url,otp-base64-url,decode,1482910,68,3,189384,507.785749
base64url,otp-base64-url,decode,1482910,68,4,184231,521.988679
base64url,otp-base64-url,decode,1482910,68,5,187829,511.989609
base64url,b64rs,encode,1482910,68,1,7976,12056.982984
base64url,b64rs,encode,1482910,68,2,7976,12056.982984
base64url,b64rs,encode,1482910,68,3,7955,12088.811600
base64url,b64rs,encode,1482910,68,4,7998,12023.817989
base64url,b64rs,encode,1482910,68,5,7968,12069.088388
base64url,b64rs,decode,1482910,68,1,21534,4465.798100
base64url,b64rs,decode,1482910,68,2,21669,4437.975738
base64url,b64rs,decode,1482910,68,3,21592,4453.802162
base64url,b64rs,decode,1482910,68,4,21584,4455.452941
base64url,b64rs,decode,1482910,68,5,21509,4470.988715
base64url,b64veryfast-url,encode,1482910,68,1,3972,24211.101782
base64url,b64veryfast-url,encode,1482910,68,2,3954,24321.319240
base64url,b64veryfast-url,encode,1482910,68,3,3906,24620.198740
base64url,b64veryfast-url,encode,1482910,68,4,3983,24144.237077
base64url,b64veryfast-url,encode,1482910,68,5,3899,24664.400174
base64url,b64veryfast-url,decode,1482910,68,1,7671,12536.370262
base64url,b64veryfast-url,decode,1482910,68,2,7686,12511.904277
base64url,b64veryfast-url,decode,1482910,68,3,7695,12497.270471
base64url,b64veryfast-url,decode,1482910,68,4,7676,12528.204309
base64url,b64veryfast-url,decode,1482910,68,5,7672,12534.736220
base64url,b64veryfast-url-trusted,decode,1482910,68,1,6956,13824.970713
base64url,b64veryfast-url-trusted,decode,1482910,68,2,6902,13933.134784
base64url,b64veryfast-url-trusted,decode,1482910,68,3,7165,13421.702202
base64url,b64veryfast-url-trusted,decode,1482910,68,4,6936,13864.835103
base64url,b64veryfast-url-trusted,decode,1482910,68,5,6913,13910.964310
standard,otp-base64,encode,2097152,48,1,136545,703.064924
standard,otp-base64,encode,2097152,48,2,136707,702.231780
standard,otp-base64,encode,2097152,48,3,136667,702.437311
standard,otp-base64,encode,2097152,48,4,142242,674.906146
standard,otp-base64,encode,2097152,48,5,137091,700.264788
standard,otp-base64,decode,2097152,48,1,182453,526.162902
standard,otp-base64,decode,2097152,48,2,182455,526.157135
standard,otp-base64,decode,2097152,48,3,182280,526.662278
standard,otp-base64,decode,2097152,48,4,185712,516.929439
standard,otp-base64,decode,2097152,48,5,182039,527.359522
standard,b64fast,encode,2097152,48,1,23138,4149.018930
standard,b64fast,encode,2097152,48,2,23090,4157.644002
standard,b64fast,encode,2097152,48,3,23085,4158.544509
standard,b64fast,encode,2097152,48,4,23193,4139.179925
standard,b64fast,encode,2097152,48,5,23255,4128.144485
standard,b64fast,decode,2097152,48,1,23144,4147.943311
standard,b64fast,decode,2097152,48,2,22977,4178.091135
standard,b64fast,decode,2097152,48,3,22986,4176.455234
standard,b64fast,decode,2097152,48,4,23247,4129.565105
standard,b64fast,decode,2097152,48,5,23043,4166.124203
standard,b64veryfast,encode,2097152,48,1,4079,23535.180191
standard,b64veryfast,encode,2097152,48,2,3929,24433.698142
standard,b64veryfast,encode,2097152,48,3,4089,23477.622891
standard,b64veryfast,encode,2097152,48,4,3910,24552.429668
standard,b64veryfast,encode,2097152,48,5,4066,23610.427939
standard,b64veryfast,decode,2097152,48,1,7735,12411.118293
standard,b64veryfast,decode,2097152,48,2,7698,12470.771629
standard,b64veryfast,decode,2097152,48,3,7725,12427.184466
standard,b64veryfast,decode,2097152,48,4,7759,12372.728444
standard,b64veryfast,decode,2097152,48,5,7759,12372.728444
standard,b64veryfast-trusted,decode,2097152,48,1,6937,13838.835231
standard,b64veryfast-trusted,decode,2097152,48,2,6928,13856.812933
standard,b64veryfast-trusted,decode,2097152,48,3,6970,13773.314204
standard,b64veryfast-trusted,decode,2097152,48,4,7026,13663.535440
standard,b64veryfast-trusted,decode,2097152,48,5,6993,13728.013728
base64url,otp-base64-url,encode,2097152,48,1,142353,674.379887
base64url,otp-base64-url,encode,2097152,48,2,140658,682.506505
base64url,otp-base64-url,encode,2097152,48,3,140756,682.031317
base64url,otp-base64-url,encode,2097152,48,4,138701,692.136322
base64url,otp-base64-url,encode,2097152,48,5,137105,700.193283
base64url,otp-base64-url,decode,2097152,48,1,182451,526.168670
base64url,otp-base64-url,decode,2097152,48,2,185335,517.980953
base64url,otp-base64-url,decode,2097152,48,3,183443,523.323321
base64url,otp-base64-url,decode,2097152,48,4,183401,523.443166
base64url,otp-base64-url,decode,2097152,48,5,183345,523.603043
base64url,b64rs,encode,2097152,48,1,7967,12049.705033
base64url,b64rs,encode,2097152,48,2,8081,11879.717857
base64url,b64rs,encode,2097152,48,3,7901,12150.360714
base64url,b64rs,encode,2097152,48,4,7918,12124.273807
base64url,b64rs,encode,2097152,48,5,7913,12131.934791
base64url,b64rs,decode,2097152,48,1,21668,4430.496585
base64url,b64rs,decode,2097152,48,2,21622,4439.922301
base64url,b64rs,decode,2097152,48,3,21761,4411.561969
base64url,b64rs,decode,2097152,48,4,21555,4453.723034
base64url,b64rs,decode,2097152,48,5,21594,4445.679355
base64url,b64veryfast-url,encode,2097152,48,1,4140,23188.405797
base64url,b64veryfast-url,encode,2097152,48,2,3943,24346.943951
base64url,b64veryfast-url,encode,2097152,48,3,4009,23946.121227
base64url,b64veryfast-url,encode,2097152,48,4,3975,24150.943396
base64url,b64veryfast-url,encode,2097152,48,5,3960,24242.424242
base64url,b64veryfast-url,decode,2097152,48,1,7761,12369.540008
base64url,b64veryfast-url,decode,2097152,48,2,7793,12318.747594
base64url,b64veryfast-url,decode,2097152,48,3,7737,12407.910043
base64url,b64veryfast-url,decode,2097152,48,4,7776,12345.679012
base64url,b64veryfast-url,decode,2097152,48,5,7754,12380.706732
base64url,b64veryfast-url-trusted,decode,2097152,48,1,6949,13814.937401
base64url,b64veryfast-url-trusted,decode,2097152,48,2,7040,13636.363636
base64url,b64veryfast-url-trusted,decode,2097152,48,3,7179,13372.335980
base64url,b64veryfast-url-trusted,decode,2097152,48,4,7254,13234.077750
base64url,b64veryfast-url-trusted,decode,2097152,48,5,7537,12737.163328
standard,otp-base64,encode,2965821,34,1,135893,707.663593
standard,otp-base64,encode,2965821,34,2,136216,705.985558
standard,otp-base64,encode,2965821,34,3,137000,701.945465
standard,otp-base64,encode,2965821,34,4,135977,707.226433
standard,otp-base64,encode,2965821,34,5,138559,694.047508
standard,otp-base64,decode,2965821,34,1,196647,489.031252
standard,otp-base64,decode,2965821,34,2,192971,498.347051
standard,otp-base64,decode,2965821,34,3,190492,504.832375
standard,otp-base64,decode,2965821,34,4,189385,507.783239
standard,otp-base64,decode,2965821,34,5,191941,501.021297
standard,b64fast,encode,2965821,34,1,23706,4056.632443
standard,b64fast,encode,2965821,34,2,23707,4056.461328
standard,b64fast,encode,2965821,34,3,23606,4073.817195
standard,b64fast,encode,2965821,34,4,23620,4071.402570
standard,b64fast,encode,2965821,34,5,23415,4107.047991
standard,b64fast,decode,2965821,34,1,23235,4138.865018
standard,b64fast,decode,2965821,34,2,23358,4117.070327
standard,b64fast,decode,2965821,34,3,23287,4129.622910
standard,b64fast,decode,2965821,34,4,23139,4156.036506
standard,b64fast,decode,2965821,34,5,23100,4163.053191
standard,b64veryfast,encode,2965821,34,1,3934,24444.974251
standard,b64veryfast,encode,2965821,34,2,4086,23535.616422
standard,b64veryfast,encode,2965821,34,3,3943,24389.177961
standard,b64veryfast,encode,2965821,34,4,4079,23576.006056
standard,b64veryfast,encode,2965821,34,5,3943,24389.177961
standard,b64veryfast,decode,2965821,34,1,7906,12163.740033
standard,b64veryfast,decode,2965821,34,2,7802,12325.881659
standard,b64veryfast,decode,2965821,34,3,7920,12142.238472
standard,b64veryfast,decode,2965821,34,4,7862,12231.814895
standard,b64veryfast,decode,2965821,34,5,7943,12107.079026
standard,b64veryfast-trusted,decode,2965821,34,1,7131,13485.700281
standard,b64veryfast-trusted,decode,2965821,34,2,7065,13611.681345
standard,b64veryfast-trusted,decode,2965821,34,3,7171,13410.476740
standard,b64veryfast-trusted,decode,2965821,34,4,7041,13658.078214
standard,b64veryfast-trusted,decode,2965821,34,5,7109,13527.434056
base64url,otp-base64-url,encode,2965821,34,1,139045,691.621624
base64url,otp-base64-url,encode,2965821,34,2,138487,694.408347
base64url,otp-base64-url,encode,2965821,34,3,141977,677.338785
base64url,otp-base64-url,encode,2965821,34,4,141343,680.377017
base64url,otp-base64-url,encode,2965821,34,5,137147,701.193090
base64url,otp-base64-url,decode,2965821,34,1,189882,506.454159
base64url,otp-base64-url,decode,2965821,34,2,188540,510.059026
base64url,otp-base64-url,decode,2965821,34,3,192318,500.039147
base64url,otp-base64-url,decode,2965821,34,4,189872,506.480833
base64url,otp-base64-url,decode,2965821,34,5,189124,508.484004
base64url,b64rs,encode,2965821,34,1,8107,11862.159702
base64url,b64rs,encode,2965821,34,2,8078,11904.744826
base64url,b64rs,encode,2965821,34,3,8067,11920.977898
base64url,b64rs,encode,2965821,34,4,8028,11978.889973
base64url,b64rs,encode,2965821,34,5,8059,11932.811602
base64url,b64rs,decode,2965821,34,1,21724,4426.741332
base64url,b64rs,decode,2965821,34,2,21685,4434.702730
base64url,b64rs,decode,2965821,34,3,21678,4436.134731
base64url,b64rs,decode,2965821,34,4,21580,4456.280292
base64url,b64rs,decode,2965821,34,5,21764,4418.605436
base64url,b64veryfast-url,encode,2965821,34,1,4041,23797.705692
base64url,b64veryfast-url,encode,2965821,34,2,3913,24576.163737
base64url,b64veryfast-url,encode,2965821,34,3,4023,23904.183122
base64url,b64veryfast-url,encode,2965821,34,4,3939,24413.944834
base64url,b64veryfast-url,encode,2965821,34,5,4041,23797.705692
base64url,b64veryfast-url,decode,2965821,34,1,7752,12405.382959
base64url,b64veryfast-url,decode,2965821,34,2,7752,12405.382959
base64url,b64veryfast-url,decode,2965821,34,3,7745,12416.595055
base64url,b64veryfast-url,decode,2965821,34,4,7687,12510.280825
base64url,b64veryfast-url,decode,2965821,34,5,7754,12402.183222
base64url,b64veryfast-url-trusted,decode,2965821,34,1,7007,13724.351178
base64url,b64veryfast-url-trusted,decode,2965821,34,2,6993,13751.827356
base64url,b64veryfast-url-trusted,decode,2965821,34,3,6970,13797.206413
base64url,b64veryfast-url-trusted,decode,2965821,34,4,6968,13801.166576
base64url,b64veryfast-url-trusted,decode,2965821,34,5,6961,13815.045066
standard,otp-base64,encode,4194304,24,1,147401,651.284591
standard,otp-base64,encode,4194304,24,2,144091,666.245636
standard,otp-base64,encode,4194304,24,3,144720,663.349917
standard,otp-base64,encode,4194304,24,4,144235,665.580476
standard,otp-base64,encode,4194304,24,5,144156,665.945226
standard,otp-base64,decode,4194304,24,1,187904,510.899183
standard,otp-base64,decode,4194304,24,2,188261,509.930363
standard,otp-base64,decode,4194304,24,3,185420,517.743501
standard,otp-base64,decode,4194304,24,4,184533,520.232154
standard,otp-base64,decode,4194304,24,5,192289,499.248527
standard,b64fast,encode,4194304,24,1,23125,4151.351351
standard,b64fast,encode,4194304,24,2,23223,4133.832838
standard,b64fast,encode,4194304,24,3,23514,4082.674152
standard,b64fast,encode,4194304,24,4,23710,4048.924504
standard,b64fast,encode,4194304,24,5,23868,4022.121669
standard,b64fast,decode,4194304,24,1,25172,3813.761322
standard,b64fast,decode,4194304,24,2,23863,4022.964422
standard,b64fast,decode,4194304,24,3,23040,4166.666667
standard,b64fast,decode,4194304,24,4,23322,4116.285053
standard,b64fast,decode,4194304,24,5,26052,3684.937817
standard,b64veryfast,encode,4194304,24,1,4048,23715.415020
standard,b64veryfast,encode,4194304,24,2,4166,23043.686990
standard,b64veryfast,encode,4194304,24,3,4139,23194.008215
standard,b64veryfast,encode,4194304,24,4,4446,21592.442645
standard,b64veryfast,encode,4194304,24,5,3979,24126.664991
standard,b64veryfast,decode,4194304,24,1,7740,12403.100775
standard,b64veryfast,decode,4194304,24,2,7752,12383.900929
standard,b64veryfast,decode,4194304,24,3,7786,12329.822759
standard,b64veryfast,decode,4194304,24,4,7772,12352.032939
standard,b64veryfast,decode,4194304,24,5,7811,12290.359749
