family,library,operation,size_bytes,iterations,run,elapsed_us,mib_per_s
base64url,b64rs,decode,4096,24576,1,24350,3942.505133
base64url,b64rs,decode,4096,24576,2,24689,3888.371339
base64url,b64rs,decode,4096,24576,3,24368,3939.592909
base64url,b64rs,decode,4096,24576,4,24664,3892.312682
base64url,b64rs,decode,4096,24576,5,24370,3939.269594
base64url,b64veryfast-url,encode,4096,24576,1,5288,18154.311649
base64url,b64veryfast-url,encode,4096,24576,2,4959,19358.741682
base64url,b64veryfast-url,encode,4096,24576,3,5177,18543.558045
base64url,b64veryfast-url,encode,4096,24576,4,4973,19304.242912
base64url,b64veryfast-url,encode,4096,24576,5,5175,18550.724638
base64url,b64veryfast-url,decode,4096,24576,1,8970,10702.341137
base64url,b64veryfast-url,decode,4096,24576,2,8962,10711.894666
base64url,b64veryfast-url,decode,4096,24576,3,8901,10785.305022
base64url,b64veryfast-url,decode,4096,24576,4,8961,10713.090057
base64url,b64veryfast-url,decode,4096,24576,5,8899,10787.728958
base64url,b64veryfast-url-trusted,decode,4096,24576,1,8200,11707.317073
base64url,b64veryfast-url-trusted,decode,4096,24576,2,8133,11803.762449
base64url,b64veryfast-url-trusted,decode,4096,24576,3,8114,11831.402514
base64url,b64veryfast-url-trusted,decode,4096,24576,4,8205,11700.182815
base64url,b64veryfast-url-trusted,decode,4096,24576,5,8189,11723.043107
standard,otp-base64,encode,5793,17377,1,125558,764.599531
standard,otp-base64,encode,5793,17377,2,124592,770.527705
standard,otp-base64,encode,5793,17377,3,129164,743.253444
standard,otp-base64,encode,5793,17377,4,127796,751.209646
standard,otp-base64,encode,5793,17377,5,126733,757.510576
standard,otp-base64,decode,5793,17377,1,172704,555.873563
standard,otp-base64,decode,5793,17377,2,173048,554.768549
standard,otp-base64,decode,5793,17377,3,172513,556.489006
standard,otp-base64,decode,5793,17377,4,174952,548.731011
standard,otp-base64,decode,5793,17377,5,171902,558.466963
standard,b64fast,encode,5793,17377,1,26399,3636.561531
standard,b64fast,encode,5793,17377,2,26361,3641.803720
standard,b64fast,encode,5793,17377,3,26360,3641.941877
standard,b64fast,encode,5793,17377,4,26305,3649.556657
standard,b64fast,encode,5793,17377,5,26139,3672.733764
standard,b64fast,decode,5793,17377,1,26016,3690.097935
standard,b64fast,decode,5793,17377,2,25811,3719.405985
standard,b64fast,decode,5793,17377,3,25599,3750.208519
standard,b64fast,decode,5793,17377,4,25896,3707.197554
standard,b64fast,decode,5793,17377,5,26214,3662.225828
standard,b64veryfast,encode,5793,17377,1,4932,19465.042147
standard,b64veryfast,encode,5793,17377,2,4940,19433.519811
standard,b64veryfast,encode,5793,17377,3,4865,19733.111586
standard,b64veryfast,encode,5793,17377,4,4922,19504.589165
standard,b64veryfast,encode,5793,17377,5,4847,19806.393206
standard,b64veryfast,decode,5793,17377,1,8765,10952.833756
standard,b64veryfast,decode,5793,17377,2,8632,11121.592663
standard,b64veryfast,decode,5793,17377,3,9868,9728.575990
standard,b64veryfast,decode,5793,17377,4,10441,9194.673678
standard,b64veryfast,decode,5793,17377,5,8633,11120.304398
standard,b64veryfast-trusted,decode,5793,17377,1,7853,12224.829730
standard,b64veryfast-trusted,decode,5793,17377,2,7862,12210.835394
standard,b64veryfast-trusted,decode,5793,17377,3,7928,12109.181113
standard,b64veryfast-trusted,decode,5793,17377,4,8019,11971.765540
standard,b64veryfast-trusted,decode,5793,17377,5,7903,12147.486760
base64url,otp-base64-url,encode,5793,17377,1,120722,795.228607
base64url,otp-base64-url,encode,5793,17377,2,120825,794.550696
base64url,otp-base64-url,encode,5793,17377,3,124456,771.369704
base64url,otp-base64-url,encode,5793,17377,4,121435,790.559459
base64url,otp-base64-url,encode,5793,17377,5,120991,793.460570
base64url,otp-base64-url,decode,5793,17377,1,173068,554.704439
base64url,otp-base64-url,decode,5793,17377,2,173164,554.396918
base64url,otp-base64-url,decode,5793,17377,3,172992,554.948136
base64url,otp-base64-url,decode,5793,17377,4,175920,545.711618
base64url,otp-base64-url,decode,5793,17377,5,173012,554.883984
base64url,b64rs,encode,5793,17377,1,9615,9984.564521
base64url,b64rs,encode,5793,17377,2,9641,9957.637991
base64url,b64rs,encode,5793,17377,3,9637,9961.771077
base64url,b64rs,encode,5793,17377,4,9667,9930.856302
base64url,b64rs,encode,5793,17377,5,9655,9943.199158
base64url,b64rs,decode,5793,17377,1,23462,4091.790464
base64url,b64rs,decode,5793,17377,2,23887,4018.988901
base64url,b64rs,decode,5793,17377,3,24348,3942.894195
base64url,b64rs,decode,5793,17377,4,24229,3962.259601
base64url,b64rs,decode,5793,17377,5,24158,3973.904622
base64url,b64veryfast-url,encode,5793,17377,1,4817,19929.746288
base64url,b64veryfast-url,encode,5793,17377,2,4819,19921.474967
base64url,b64veryfast-url,encode,5793,17377,3,4831,19871.990865
base64url,b64veryfast-url,encode,5793,17377,4,4780,20084.014198
base64url,b64veryfast-url,encode,5793,17377,5,4777,20096.627144
base64url,b64veryfast-url,decode,5793,17377,1,8676,11065.189934
base64url,b64veryfast-url,decode,5793,17377,2,8586,11181.177250
base64url,b64veryfast-url,decode,5793,17377,3,8655,11092.037882
base64url,b64veryfast-url,decode,5793,17377,4,8654,11093.319606
base64url,b64veryfast-url,decode,5793,17377,5,8566,11207.283197
base64url,b64veryfast-url-trusted,decode,5793,17377,1,7803,12303.163894
base64url,b64veryfast-url-trusted,decode,5793,17377,2,7892,12164.418128
base64url,b64veryfast-url-trusted,decode,5793,17377,3,7809,12293.710830
base64url,b64veryfast-url-trusted,decode,5793,17377,4,7846,12235.736409
base64url,b64veryfast-url-trusted,decode,5793,17377,5,7776,12345.883213
standard,otp-base64,encode,8192,12288,1,121269,791.628528
standard,otp-base64,encode,8192,12288,2,120118,799.214106
standard,otp-base64,encode,8192,12288,3,121068,792.942809
standard,otp-base64,encode,8192,12288,4,123743,775.801459
standard,otp-base64,encode,8192,12288,5,119920,800.533689
standard,otp-base64,decode,8192,12288,1,172318,557.109530
standard,otp-base64,decode,8192,12288,2,171631,559.339513
standard,otp-base64,decode,8192,12288,3,171545,559.619925
standard,otp-base64,decode,8192,12288,4,171608,559.414480
standard,otp-base64,decode,8192,12288,5,174864,548.998079
standard,b64fast,encode,8192,12288,1,25615,3747.804021
standard,b64fast,encode,8192,12288,2,25202,3809.221490
standard,b64fast,encode,8192,12288,3,25330,3789.972365
standard,b64fast,encode,8192,12288,4,25179,3812.701060
standard,b64fast,encode,8192,12288,5,25233,3804.541672
standard,b64fast,decode,8192,12288,1,25164,3814.973772
standard,b64fast,decode,8192,12288,2,24767,3876.125490
standard,b64fast,decode,8192,12288,3,24933,3850.318855
standard,b64fast,decode,8192,12288,4,25174,3813.458330
standard,b64fast,decode,8192,12288,5,24721,3883.338053
standard,b64veryfast,encode,8192,12288,1,4722,20330.368488
standard,b64veryfast,encode,8192,12288,2,4610,20824.295011
standard,b64veryfast,encode,8192,12288,3,4574,20988.194141
standard,b64veryfast,encode,8192,12288,4,4525,21215.469613
standard,b64veryfast,encode,8192,12288,5,4590,20915.032680
standard,b64veryfast,decode,8192,12288,1,8325,11531.531532
standard,b64veryfast,decode,8192,12288,2,8320,11538.461538
standard,b64veryfast,decode,8192,12288,3,8303,11562.085993
standard,b64veryfast,decode,8192,12288,4,8292,11577.424023
standard,b64veryfast,decode,8192,12288,5,8356,11488.750598
standard,b64veryfast-trusted,decode,8192,12288,1,7560,12698.412698
standard,b64veryfast-trusted,decode,8192,12288,2,7594,12641.559126
standard,b64veryfast-trusted,decode,8192,12288,3,7627,12586.862462
standard,b64veryfast-trusted,decode,8192,12288,4,7638,12568.735271
standard,b64veryfast-trusted,decode,8192,12288,5,7559,12700.092605
base64url,otp-base64-url,encode,8192,12288,1,121137,792.491146
base64url,otp-base64-url,encode,8192,12288,2,120735,795.129830
base64url,otp-base64-url,encode,8192,12288,3,122391,784.371400
base64url,otp-base64-url,encode,8192,12288,4,125568,764.525994
base64url,otp-base64-url,encode,8192,12288,5,120223,798.516091
base64url,otp-base64-url,decode,8192,12288,1,171778,558.860855
base64url,otp-base64-url,decode,8192,12288,2,171754,558.938948
base64url,otp-base64-url,decode,8192,12288,3,171090,561.108189
base64url,otp-base64-url,decode,8192,12288,4,170817,562.004953
base64url,otp-base64-url,decode,8192,12288,5,174007,551.701943
base64url,b64rs,encode,8192,12288,1,9209,10424.584645
base64url,b64rs,encode,8192,12288,2,9295,10328.133405
base64url,b64rs,encode,8192,12288,3,9383,10231.269317
base64url,b64rs,encode,8192,12288,4,9343,10275.072247
base64url,b64rs,encode,8192,12288,5,9268,10358.221839
base64url,b64rs,decode,8192,12288,1,23531,4079.724619
base64url,b64rs,decode,8192,12288,2,23533,4079.377895
base64url,b64rs,decode,8192,12288,3,23482,4088.237799
base64url,b64rs,decode,8192,12288,4,23659,4057.652479
base64url,b64rs,decode,8192,12288,5,23600,4067.796610
base64url,b64veryfast-url,encode,8192,12288,1,4577,20974.437404
base64url,b64veryfast-url,encode,8192,12288,2,4509,21290.751830
base64url,b64veryfast-url,encode,8192,12288,3,4557,21066.491113
base64url,b64veryfast-url,encode,8192,12288,4,4530,21192.052980
base64url,b64veryfast-url,encode,8192,12288,5,4539,21150.033047
base64url,b64veryfast-url,decode,8192,12288,1,8377,11459.949863
base64url,b64veryfast-url,decode,8192,12288,2,8335,11517.696461
base64url,b64veryfast-url,decode,8192,12288,3,8323,11534.302535
base64url,b64veryfast-url,decode,8192,12288,4,8261,11620.869144
base64url,b64veryfast-url,decode,8192,12288,5,8331,11523.226503
base64url,b64veryfast-url-trusted,decode,8192,12288,1,7570,12681.638045
base64url,b64veryfast-url-trusted,decode,8192,12288,2,7582,12661.566869
base64url,b64veryfast-url-trusted,decode,8192,12288,3,7586,12654.890588
base64url,b64veryfast-url-trusted,decode,8192,12288,4,7553,12710.181385
base64url,b64veryfast-url-trusted,decode,8192,12288,5,7586,12654.890588
standard,otp-base64,encode,11585,8690,1,124457,771.430087
standard,otp-base64,encode,11585,8690,2,122553,783.415129
standard,otp-base64,encode,11585,8690,3,119456,803.725843
standard,otp-base64,encode,11585,8690,4,119457,803.719115
standard,otp-base64,encode,11585,8690,5,122184,785.781071
standard,otp-base64,decode,11585,8690,1,175517,547.011824
standard,otp-base64,decode,11585,8690,2,171246,560.654698
standard,otp-base64,decode,11585,8690,3,171142,560.995398
standard,otp-base64,decode,11585,8690,4,171545,559.677486
standard,otp-base64,decode,11585,8690,5,173487,553.412500
standard,b64fast,encode,11585,8690,1,24652,3894.607916
standard,b64fast,encode,11585,8690,2,24611,3901.096028
standard,b64fast,encode,11585,8690,3,24446,3927.426751
standard,b64fast,encode,11585,8690,4,24464,3924.537048
standard,b64fast,encode,11585,8690,5,24421,3931.447293
standard,b64fast,decode,11585,8690,1,24199,3967.514126
standard,b64fast,decode,11585,8690,2,24207,3966.202931
standard,b64fast,decode,11585,8690,3,24160,3973.918640
standard,b64fast,decode,11585,8690,4,24080,3987.121028
standard,b64fast,decode,11585,8690,5,24148,3975.893422
standard,b64veryfast,encode,11585,8690,1,4348,22081.387844
standard,b64veryfast,encode,11585,8690,2,4331,22168.061497
standard,b64veryfast,encode,11585,8690,3,4363,22005.472002
standard,b64veryfast,encode,11585,8690,4,4295,22353.870627
standard,b64veryfast,encode,11585,8690,5,4360,22020.613382
standard,b64veryfast,decode,11585,8690,1,8125,11816.599919
standard,b64veryfast,decode,11585,8690,2,8083,11878.000043
standard,b64veryfast,decode,11585,8690,3,8083,11878.000043
standard,b64veryfast,decode,11585,8690,4,8082,11879.469728
standard,b64veryfast,decode,11585,8690,5,8091,11866.255635
standard,b64veryfast-trusted,decode,11585,8690,1,7369,13028.887820
standard,b64veryfast-trusted,decode,11585,8690,2,7373,13021.819387
standard,b64veryfast-trusted,decode,11585,8690,3,7323,13110.729803
standard,b64veryfast-trusted,decode,11585,8690,4,7326,13105.360953
standard,b64veryfast-trusted,decode,11585,8690,5,7365,13035.963930
base64url,otp-base64-url,encode,11585,8690,1,119078,806.277183
base64url,otp-base64-url,encode,11585,8690,2,119644,802.462926
base64url,otp-base64-url,encode,11585,8690,3,120112,799.336239
base64url,otp-base64-url,encode,11585,8690,4,119820,801.284213
base64url,otp-base64-url,encode,11585,8690,5,122718,782.361792
base64url,otp-base64-url,decode,11585,8690,1,171550,559.661174
base64url,otp-base64-url,decode,11585,8690,2,171601,559.494842
base64url,otp-base64-url,decode,11585,8690,3,172004,558.183963
base64url,otp-base64-url,decode,11585,8690,4,172359,557.034297
base64url,otp-base64-url,decode,11585,8690,5,175116,548.264432
base64url,b64rs,encode,11585,8690,1,8728,11000.214751
base64url,b64rs,encode,11585,8690,2,9056,10601.797079
base64url,b64rs,encode,11585,8690,3,8974,10698.671088
base64url,b64rs,encode,11585,8690,4,9013,10652.377049
base64url,b64rs,encode,11585,8690,5,8951,10726.161808
base64url,b64rs,decode,11585,8690,1,22690,4231.373924
base64url,b64rs,decode,11585,8690,2,22766,4217.248280
base64url,b64rs,decode,11585,8690,3,22747,4220.770842
base64url,b64rs,decode,11585,8690,4,22683,4232.679731
base64url,b64rs,decode,11585,8690,5,22777,4215.211588
base64url,b64veryfast-url,encode,11585,8690,1,4365,21995.389311
base64url,b64veryfast-url,encode,11585,8690,2,4327,22188.554274
base64url,b64veryfast-url,encode,11585,8690,3,4340,22122.090863
base64url,b64veryfast-url,encode,11585,8690,4,4323,22209.084974
base64url,b64veryfast-url,encode,11585,8690,5,4319,22229.653703
base64url,b64veryfast-url,decode,11585,8690,1,8178,11740.018873
base64url,b64veryfast-url,decode,11585,8690,2,8149,11781.798300
base64url,b64veryfast-url,decode,11585,8690,3,8114,11832.619466
base64url,b64veryfast-url,decode,11585,8690,4,8126,11815.145747
base64url,b64veryfast-url,decode,11585,8690,5,8109,11839.915445
base64url,b64veryfast-url-trusted,decode,11585,8690,1,7419,12941.080246
base64url,b64veryfast-url-trusted,decode,11585,8690,2,7380,13009.468068
base64url,b64veryfast-url-trusted,decode,11585,8690,3,7383,13004.181816
base64url,b64veryfast-url-trusted,decode,11585,8690,4,7328,13101.784163
base64url,b64veryfast-url-trusted,decode,11585,8690,5,7377,13014.758621
standard,otp-base64,encode,16384,6144,1,118188,812.265205
standard,otp-base64,encode,16384,6144,2,118883,807.516634
standard,otp-base64,encode,16384,6144,3,119034,806.492263
standard,otp-base64,encode,16384,6144,4,118483,810.242820
standard,otp-base64,encode,16384,6144,5,120684,795.465845
standard,otp-base64,decode,16384,6144,1,172382,556.902693
standard,otp-base64,decode,16384,6144,2,171256,560.564301
standard,otp-base64,decode,16384,6144,3,172195,557.507477
standard,otp-base64,decode,16384,6144,4,171958,558.275858
standard,otp-base64,decode,16384,6144,5,172885,555.282413
standard,b64fast,encode,16384,6144,1,24978,3843.382176
standard,b64fast,encode,16384,6144,2,24545,3911.183540
standard,b64fast,encode,16384,6144,3,23965,4005.841853
standard,b64fast,encode,16384,6144,4,23886,4019.090681
standard,b64fast,encode,16384,6144,5,23909,4015.224392
standard,b64fast,decode,16384,6144,1,23657,4057.995519
standard,b64fast,decode,16384,6144,2,23498,4085.454081
standard,b64fast,decode,16384,6144,3,23385,4105.195638
standard,b64fast,decode,16384,6144,4,23487,4087.367480
standard,b64fast,decode,16384,6144,5,23530,4079.898003
standard,b64veryfast,encode,16384,6144,1,4340,22119.815668
standard,b64veryfast,encode,16384,6144,2,4244,22620.169651
standard,b64veryfast,encode,16384,6144,3,4200,22857.142857
standard,b64veryfast,encode,16384,6144,4,4273,22466.651065
standard,b64veryfast,encode,16384,6144,5,4186,22933.588151
standard,b64veryfast,decode,16384,6144,1,7959,12061.816811
standard,b64veryfast,decode,16384,6144,2,7950,12075.471698
standard,b64veryfast,decode,16384,6144,3,7977,12034.599473
standard,b64veryfast,decode,16384,6144,4,7958,12063.332496
standard,b64veryfast,decode,16384,6144,5,7986,12021.036814
standard,b64veryfast-trusted,decode,16384,6144,1,7173,13383.521539
standard,b64veryfast-trusted,decode,16384,6144,2,7208,13318.534961
standard,b64veryfast-trusted,decode,16384,6144,3,7165,13398.464759
standard,b64veryfast-trusted,decode,16384,6144,4,7201,13331.481739
standard,b64veryfast-trusted,decode,16384,6144,5,7253,13235.902385
base64url,otp-base64-url,encode,16384,6144,1,119166,805.598912
base64url,otp-base64-url,encode,16384,6144,2,119226,805.193498
base64url,otp-base64-url,encode,16384,6144,3,119589,802.749417
base64url,otp-base64-url,encode,16384,6144,4,119713,801.917920
base64url,otp-base64-url,encode,16384,6144,5,123087,779.936143
base64url,otp-base64-url,decode,16384,6144,1,171642,559.303667
base64url,otp-base64-url,decode,16384,6144,2,171661,559.241761
base64url,otp-base64-url,decode,16384,6144,3,171366,560.204475
base64url,otp-base64-url,decode,16384,6144,4,172017,558.084375
base64url,otp-base64-url,decode,16384,6144,5,175427,547.236172
base64url,b64rs,encode,16384,6144,1,8739,10985.238586
base64url,b64rs,encode,16384,6144,2,8760,10958.904110
base64url,b64rs,encode,16384,6144,3,8707,11025.611577
base64url,b64rs,encode,16384,6144,4,8676,11065.006916
base64url,b64rs,encode,16384,6144,5,8638,11113.683723
base64url,b64rs,decode,16384,6144,1,22438,4278.456190
base64url,b64rs,decode,16384,6144,2,22367,4292.037376
base64url,b64rs,decode,16384,6144,3,22348,4295.686415
base64url,b64rs,decode,16384,6144,4,22433,4279.409798
base64url,b64rs,decode,16384,6144,5,22538,4259.472890
base64url,b64veryfast-url,encode,16384,6144,1,4448,21582.733813
base64url,b64veryfast-url,encode,16384,6144,2,4384,21897.810219
base64url,b64veryfast-url,encode,16384,6144,3,4227,22711.142654
base64url,b64veryfast-url,encode,16384,6144,4,4181,22961.014111
base64url,b64veryfast-url,encode,16384,6144,5,4236,22662.889518
base64url,b64veryfast-url,decode,16384,6144,1,7949,12076.990816
base64url,b64veryfast-url,decode,16384,6144,2,7958,12063.332496
base64url,b64veryfast-url,decode,16384,6144,3,7957,12064.848561
base64url,b64veryfast-url,decode,16384,6144,4,7979,12031.582905
base64url,b64veryfast-url,decode,16384,6144,5,7973,12040.637150
base64url,b64veryfast-url-trusted,decode,16384,6144,1,7297,13156.091544
base64url,b64veryfast-url-trusted,decode,16384,6144,2,7261,13221.319377
base64url,b64veryfast-url-trusted,decode,16384,6144,3,7265,13214.039917
base64url,b64veryfast-url-trusted,decode,16384,6144,4,7212,13311.148087
base64url,b64veryfast-url-trusted,decode,16384,6144,5,7203,13327.780092
standard,otp-base64,encode,23170,4345,1,118491,810.271450
standard,otp-base64,encode,23170,4345,2,118259,811.861037
standard,otp-base64,encode,23170,4345,3,118565,809.765735
standard,otp-base64,encode,23170,4345,4,118404,810.866815
standard,otp-base64,encode,23170,4345,5,121866,787.831506
standard,otp-base64,decode,23170,4345,1,174911,548.907012
standard,otp-base64,decode,23170,4345,2,170908,561.763489
standard,otp-base64,decode,23170,4345,3,172308,557.199169
standard,otp-base64,decode,23170,4345,4,175548,546.915227
standard,otp-base64,decode,23170,4345,5,177416,541.156797
standard,b64fast,encode,23170,4345,1,24155,3974.741227
standard,b64fast,encode,23170,4345,2,23722,4047.292570
standard,b64fast,encode,23170,4345,3,23779,4037.590914
standard,b64fast,encode,23170,4345,4,23882,4020.177303
standard,b64fast,encode,23170,4345,5,23638,4061.675029
standard,b64fast,decode,23170,4345,1,23308,4119.181154
standard,b64fast,decode,23170,4345,2,23276,4124.844232
standard,b64fast,decode,23170,4345,3,23216,4135.504581
standard,b64fast,decode,23170,4345,4,23374,4107.550028
standard,b64fast,decode,23170,4345,5,23304,4119.888188
standard,b64veryfast,encode,23170,4345,1,4568,21017.923455
standard,b64veryfast,encode,23170,4345,2,4217,22767.340371
standard,b64veryfast,encode,23170,4345,3,4117,23320.348395
standard,b64veryfast,encode,23170,4345,4,4190,22914.051156
standard,b64veryfast,encode,23170,4345,5,4190,22914.051156
standard,b64veryfast,decode,23170,4345,1,7904,12146.998272
standard,b64veryfast,decode,23170,4345,2,7974,12040.365481
standard,b64veryfast,decode,23170,4345,3,7943,12087.356710
standard,b64veryfast,decode,23170,4345,4,7894,12162.385906
standard,b64veryfast,decode,23170,4345,5,8061,11910.417361
standard,b64veryfast-trusted,decode,23170,4345,1,7231,13277.537594
standard,b64veryfast-trusted,decode,23170,4345,2,7130,13465.620525
standard,b64veryfast-trusted,decode,23170,4345,3,7238,13264.696649
standard,b64veryfast-trusted,decode,23170,4345,4,7177,13377.438253
standard,b64veryfast-trusted,decode,23170,4345,5,7152,13424.199433
base64url,otp-base64-url,encode,23170,4345,1,121504,790.178713
base64url,otp-base64-url,encode,23170,4345,2,119931,800.542598
base64url,otp-base64-url,encode,23170,4345,3,122199,785.684616
base64url,otp-base64-url,encode,23170,4345,4,119199,805.458723
base64url,otp-base64-url,encode,23170,4345,5,119012,806.724316
base64url,otp-base64-url,decode,23170,4345,1,171545,559.677486
base64url,otp-base64-url,decode,23170,4345,2,171492,559.850456
base64url,otp-base64-url,decode,23170,4345,3,171405,560.134619
base64url,otp-base64-url,decode,23170,4345,4,173993,551.803086
base64url,otp-base64-url,decode,23170,4345,5,171033,561.352922
base64url,b64rs,encode,23170,4345,1,8440,11375.577529
base64url,b64rs,encode,23170,4345,2,8308,11556.316122
base64url,b64rs,encode,23170,4345,3,8334,11520.263300
base64url,b64rs,encode,23170,4345,4,8379,11458.392928
base64url,b64rs,encode,23170,4345,5,8566,11208.250565
base64url,b64rs,decode,23170,4345,1,21794,4405.335154
base64url,b64rs,decode,23170,4345,2,21778,4408.571694
base64url,b64rs,decode,23170,4345,3,21793,4405.537298
base64url,b64rs,decode,23170,4345,4,21879,4388.220410
base64url,b64rs,decode,23170,4345,5,21803,4403.516688
base64url,b64veryfast-url,encode,23170,4345,1,4116,23326.014175
base64url,b64veryfast-url,encode,23170,4345,2,4075,23560.705360
base64url,b64veryfast-url,encode,23170,4345,3,4084,23508.784119
base64url,b64veryfast-url,encode,23170,4345,4,4106,23382.823756
base64url,b64veryfast-url,encode,23170,4345,5,4257,22553.411873
base64url,b64veryfast-url,decode,23170,4345,1,7924,12116.339518
base64url,b64veryfast-url,decode,23170,4345,2,7924,12116.339518
base64url,b64veryfast-url,decode,23170,4345,3,7928,12110.226330
base64url,b64veryfast-url,decode,23170,4345,4,7914,12131.649525
base64url,b64veryfast-url,decode,23170,4345,5,7986,12022.273271
base64url,b64veryfast-url-trusted,decode,23170,4345,1,7157,13414.821062
base64url,b64veryfast-url-trusted,decode,23170,4345,2,7099,13524.422361
base64url,b64veryfast-url-trusted,decode,23170,4345,3,7114,13495.905868
base64url,b64veryfast-url-trusted,decode,23170,4345,4,7073,13574.137473
base64url,b64veryfast-url-trusted,decode,23170,4345,5,7181,13369.986679
standard,otp-base64,encode,32768,3072,1,119468,803.562460
standard,otp-base64,encode,32768,3072,2,119918,800.547040
standard,otp-base64,encode,32768,3072,3,122141,785.976863
standard,otp-base64,encode,32768,3072,4,120294,798.044790
standard,otp-base64,encode,32768,3072,5,121676,788.980571
standard,otp-base64,decode,32768,3072,1,172896,555.247085
standard,otp-base64,decode,32768,3072,2,174955,548.712526
standard,otp-base64,decode,32768,3072,3,177976,539.398571
standard,otp-base64,decode,32768,3072,4,190209,504.707979
standard,otp-base64,decode,32768,3072,5,177412,541.113341
standard,b64fast,encode,32768,3072,1,23906,4015.728269
standard,b64fast,encode,32768,3072,2,24149,3975.319889
standard,b64fast,encode,32768,3072,3,24773,3875.186695
standard,b64fast,encode,32768,3072,4,24573,3906.726895
standard,b64fast,encode,32768,3072,5,24248,3959.089409
standard,b64fast,decode,32768,3072,1,24051,3991.518024
standard,b64fast,decode,32768,3072,2,23653,4058.681774
standard,b64fast,decode,32768,3072,3,23471,4090.153807
standard,b64fast,decode,32768,3072,4,23346,4112.053457
standard,b64fast,decode,32768,3072,5,23214,4135.435513
standard,b64veryfast,encode,32768,3072,1,4376,21937.842779
standard,b64veryfast,encode,32768,3072,2,4133,23227.679652
standard,b64veryfast,encode,32768,3072,3,4119,23306.627822
standard,b64veryfast,encode,32768,3072,4,4138,23199.613340
standard,b64veryfast,encode,32768,3072,5,4087,23489.111818
standard,b64veryfast,decode,32768,3072,1,8092,11863.568957
standard,b64veryfast,decode,32768,3072,2,7865,12205.975842
standard,b64veryfast,decode,32768,3072,3,7910,12136.536030
standard,b64veryfast,decode,32768,3072,4,7918,12124.273807
standard,b64veryfast,decode,32768,3072,5,7884,12176.560122
standard,b64veryfast-trusted,decode,32768,3072,1,7221,13294.557541
standard,b64veryfast-trusted,decode,32768,3072,2,7181,13368.611614
standard,b64veryfast-trusted,decode,32768,3072,3,7090,13540.197461
standard,b64veryfast-trusted,decode,32768,3072,4,7122,13479.359730
standard,b64veryfast-trusted,decode,32768,3072,5,7121,13481.252633
base64url,otp-base64-url,encode,32768,3072,1,125400,765.550239
base64url,otp-base64-url,encode,32768,3072,2,120582,796.138727
base64url,otp-base64-url,encode,32768,3072,3,120258,798.283690
base64url,otp-base64-url,encode,32768,3072,4,119194,805.409668
base64url,otp-base64-url,encode,32768,3072,5,119686,802.098825
base64url,otp-base64-url,decode,32768,3072,1,172351,557.002860
base64url,otp-base64-url,decode,32768,3072,2,178414,538.074366
base64url,otp-base64-url,decode,32768,3072,3,173649,552.839348
base64url,otp-base64-url,decode,32768,3072,4,173532,553.212088
base64url,otp-base64-url,decode,32768,3072,5,171928,558.373273
base64url,b64rs,encode,32768,3072,1,8212,11690.209450
base64url,b64rs,encode,32768,3072,2,8250,11636.363636
base64url,b64rs,encode,32768,3072,3,8197,11711.601806
base64url,b64rs,encode,32768,3072,4,8411,11413.625015
base64url,b64rs,encode,32768,3072,5,8614,11144.648247
base64url,b64rs,decode,32768,3072,1,29564,3247.192531
base64url,b64rs,decode,32768,3072,2,23593,4069.003518
base64url,b64rs,decode,32768,3072,3,23485,4087.715563
base64url,b64rs,decode,32768,3072,4,23358,4109.940920
base64url,b64rs,decode,32768,3072,5,23445,4094.689699
base64url,b64veryfast-url,encode,32768,3072,1,4358,22028.453419
base64url,b64veryfast-url,encode,32768,3072,2,4206,22824.536377
base64url,b64veryfast-url,encode,32768,3072,3,4060,23645.320197
base64url,b64veryfast-url,encode,32768,3072,4,4204,22835.394862
base64url,b64veryfast-url,encode,32768,3072,5,4073,23569.850233
base64url,b64veryfast-url,decode,32768,3072,1,7933,12101.348796
base64url,b64veryfast-url,decode,32768,3072,2,7980,12030.075188
base64url,b64veryfast-url,decode,32768,3072,3,7900,12151.898734
base64url,b64veryfast-url,decode,32768,3072,4,7884,12176.560122
base64url,b64veryfast-url,decode,32768,3072,5,7994,12009.006755
base64url,b64veryfast-url-trusted,decode,32768,3072,1,7533,12743.926722
base64url,b64veryfast-url-trusted,decode,32768,3072,2,7221,13294.557541
base64url,b64veryfast-url-trusted,decode,32768,3072,3,7210,13314.840499
base64url,b64veryfast-url-trusted,decode,32768,3072,4,7443,12898.024990
base64url,b64veryfast-url-trusted,decode,32768,3072,5,7195,13342.599027
standard,otp-base64,encode,46341,2173,1,123211,779.427513
standard,otp-base64,encode,46341,2173,2,123713,776.264769
standard,otp-base64,encode,46341,2173,3,121334,791.485019
standard,otp-base64,encode,46341,2173,4,142080,675.915282
standard,otp-base64,encode,46341,2173,5,128882,745.131541
standard,otp-base64,decode,46341,2173,1,177570,540.823581
standard,otp-base64,decode,46341,2173,2,173839,552.430947
standard,otp-base64,decode,46341,2173,3,175463,547.317915
standard,otp-base64,decode,46341,2173,4,175124,548.377397
standard,otp-base64,decode,46341,2173,5,175987,545.688280
standard,b64fast,encode,46341,2173,1,23979,4004.922779
standard,b64fast,encode,46341,2173,2,23623,4065.277201
standard,b64fast,encode,46341,2173,3,23926,4013.794337
standard,b64fast,encode,46341,2173,4,23441,4096.840720
standard,b64fast,encode,46341,2173,5,24297,3952.506207
